Acc conf(10), Acc range(2), Power conf(1), Power ctrl(4), Dummy(2)
397.0,-3.42,3.53,8.56,4.17
399.0,-3.42,3.42,8.55,4.22
402.0,-3.42,3.46,8.51,4.22
404.0,-3.5,3.38,8.44,4.22
407.0,-3.43,3.4,8.49,4.22
409.0,-3.54,3.37,8.46,4.22
412.0,-3.54,3.41,8.54,4.22
414.0,-3.65,3.45,8.53,4.22
417.0,-3.62,3.51,8.54,4.2
427.0,-3.79,3.69,8.52,4.22
429.0,-3.8,3.67,8.52,4.22
432.0,-3.87,3.79,8.47,4.22
434.0,-3.82,3.84,8.5,4.22
437.0,-3.96,3.81,8.43,4.22
439.0,-3.97,3.89,8.49,4.22
441.0,-4.04,3.91,8.56,4.22
444.0,-4.15,3.9,8.55,4.22
446.0,-4.21,3.88,8.5,4.22
449.0,-4.27,3.88,8.53,4.22
451.0,-4.31,4.0,8.51,4.22
454.0,-4.42,3.96,8.38,4.22
456.0,-4.45,3.92,8.48,4.22
459.0,-4.44,4.0,8.42,4.22
461.0,-4.43,3.96,8.45,4.21
464.0,-4.44,4.02,8.42,4.22
466.0,-4.39,4.07,8.36,4.22
469.0,-4.44,4.05,8.38,4.22
471.0,-4.41,4.06,8.31,4.17
474.0,-4.49,4.11,8.39,4.2
476.0,-4.46,4.08,8.28,4.22
479.0,-4.42,4.08,8.3,4.22
481.0,-4.39,4.0,8.33,4.22
484.0,-4.4,4.01,8.28,4.22
486.0,-4.25,4.01,8.33,4.22
489.0,-4.21,4.01,8.26,4.22
491.0,-4.16,4.05,8.29,4.22
494.0,-4.08,3.96,8.19,4.22
496.0,-4.11,3.95,8.2,4.22
499.0,-3.98,3.99,8.17,4.17
501.0,-3.99,3.87,8.19,4.22
504.0,-3.94,3.92,8.33,4.22
506.0,-3.88,3.96,8.31,4.22
509.0,-3.85,3.92,8.23,4.21
511.0,-3.78,3.88,8.16,4.22
514.0,-3.88,3.84,8.16,4.22
516.0,-3.74,3.84,8.24,4.22
519.0,-3.66,3.83,8.25,4.22
521.0,-3.67,3.69,8.17,4.22
524.0,-3.62,3.61,8.16,4.23
526.0,-3.55,3.65,8.27,4.22
529.0,-3.51,3.65,8.25,4.22
531.0,-3.59,3.66,8.28,4.2
534.0,-3.54,3.57,8.36,4.22
536.0,-3.56,3.61,8.41,4.22
539.0,-3.58,3.59,8.41,4.22
541.0,-3.65,3.64,8.39,4.22
544.0,-3.67,3.69,8.47,4.22
546.0,-3.7,3.71,8.41,4.22
549.0,-3.62,3.65,8.23,4.2
551.0,-3.67,3.66,8.16,4.22
554.0,-3.74,3.62,8.11,4.22
556.0,-3.66,3.6,8.07,4.24
559.0,-3.72,3.55,7.98,4.22
561.0,-3.73,3.51,8.02,4.23
564.0,-3.73,3.48,7.94,4.22
566.0,-3.62,3.52,7.97,4.22
569.0,-3.64,3.5,7.99,4.22
571.0,-3.73,3.39,8.02,4.23
574.0,-3.65,3.33,7.99,4.17
576.0,-3.76,3.28,8.03,4.22
579.0,-3.71,3.24,8.11,4.2
581.0,-3.73,3.21,8.09,4.22
584.0,-3.82,3.29,8.16,4.22
586.0,-3.76,3.25,8.12,4.2
589.0,-3.73,3.19,7.98,4.22
591.0,-3.75,3.19,8.0,4.22
594.0,-3.76,3.13,8.08,4.22
596.0,-3.76,3.19,8.13,4.22
599.0,-3.76,3.18,8.11,4.22
601.0,-3.78,3.08,8.13,4.19
604.0,-3.73,3.04,8.1,4.22
614.0,-3.77,3.03,8.07,4.22
616.0,-3.82,2.87,7.96,4.22
619.0,-3.83,2.9,8.05,4.21
621.0,-3.87,3.06,7.95,4.22
624.0,-3.81,2.96,8.06,4.22
626.0,-3.88,3.05,8.05,4.22
629.0,-3.88,3.0,8.04,4.22
631.0,-3.79,3.05,8.06,4.22
634.0,-3.89,2.99,8.09,4.22
636.0,-3.84,3.09,8.05,4.22
639.0,-3.84,3.11,8.09,4.22
641.0,-3.97,3.19,8.19,4.22
644.0,-4.0,3.11,8.29,4.22
646.0,-3.99,3.28,8.29,4.22
649.0,-4.04,3.25,8.32,4.22
651.0,-4.02,3.36,8.24,4.22
654.0,-4.04,3.3,8.23,4.22
656.0,-4.09,3.4,8.35,4.22
659.0,-4.05,3.48,8.37,4.21
661.0,-3.96,3.54,8.38,4.22
664.0,-3.94,3.61,8.31,4.22
666.0,-4.05,3.68,8.28,4.22
669.0,-3.92,3.65,8.17,4.22
671.0,-3.95,3.71,8.22,4.22
674.0,-4.07,3.68,8.17,4.21
676.0,-4.08,3.62,8.13,4.19
679.0,-3.96,3.54,8.12,4.22
681.0,-3.96,3.49,8.06,4.22
684.0,-3.88,3.5,8.15,4.22
686.0,-3.88,3.42,8.21,4.22
689.0,-3.86,3.4,8.15,4.21
691.0,-3.84,3.41,8.1,4.22
694.0,-3.9,3.48,8.07,4.22
696.0,-3.85,3.38,7.96,4.22
699.0,-3.94,3.34,7.99,4.22
701.0,-3.94,3.3,7.97,4.22
704.0,-3.97,3.18,8.03,4.17
706.0,-3.99,3.31,7.97,4.22
709.0,-4.13,3.36,7.96,4.21
711.0,-4.18,3.41,8.02,4.22
714.0,-4.25,3.39,8.04,4.22
716.0,-4.35,3.53,8.06,4.22
718.0,-4.5,3.46,8.02,4.22
721.0,-4.45,3.48,7.97,4.22
723.0,-4.59,3.53,8.01,4.22
726.0,-4.6,3.43,7.94,4.22
728.0,-4.77,3.36,7.87,4.21
731.0,-4.81,3.36,7.77,4.22
733.0,-4.78,3.37,7.76,4.22
736.0,-4.72,3.41,7.81,4.22
738.0,-4.65,3.46,7.68,4.24
741.0,-4.66,3.51,7.63,4.22
743.0,-4.69,3.56,7.66,4.21
746.0,-4.78,3.61,7.53,4.24
748.0,-4.82,3.62,7.52,4.22
751.0,-4.86,3.57,7.44,4.22
753.0,-4.89,3.53,7.47,4.22
756.0,-4.91,3.53,7.4,4.22
758.0,-4.89,3.57,7.31,4.22
761.0,-4.94,3.56,7.24,4.22
763.0,-5.06,3.7,7.1,4.22
766.0,-5.12,3.73,7.25,4.22
768.0,-5.18,3.64,7.26,4.22
771.0,-5.15,3.74,7.05,4.21
773.0,-5.25,3.69,6.85,4.23
776.0,-5.22,3.67,6.64,4.22
778.0,-5.3,3.59,6.65,4.19
781.0,-5.26,3.59,6.72,4.2
791.0,-5.99,4.04,6.92,4.22
793.0,-6.1,4.12,6.8,4.22
796.0,-6.11,4.13,6.74,4.22
798.0,-6.2,4.09,6.74,4.22
801.0,-6.15,4.03,6.66,4.24
803.0,-6.11,4.03,6.83,4.22
806.0,-6.1,4.06,6.61,4.17
808.0,-6.17,4.25,6.47,4.22
811.0,-6.31,4.31,6.59,4.22
813.0,-6.29,4.44,6.83,4.22
816.0,-6.6,4.6,6.81,4.22
818.0,-6.87,4.71,6.77,4.22
821.0,-7.1,4.85,6.64,4.2
823.0,-7.32,4.94,6.47,4.22
826.0,-7.49,5.02,6.34,4.22
828.0,-7.56,4.97,6.17,4.22
831.0,-7.66,5.0,5.97,4.22
833.0,-7.75,4.87,5.87,4.22
836.0,-7.77,5.07,5.78,4.22
838.0,-7.78,5.0,5.75,4.21
841.0,-7.65,4.96,5.71,4.22
843.0,-7.59,5.01,5.7,4.22
846.0,-7.39,4.96,5.75,4.22
848.0,-7.26,5.05,5.73,4.22
851.0,-7.11,5.16,5.85,4.22
853.0,-6.99,5.24,5.87,4.22
856.0,-6.83,5.18,5.96,4.23
858.0,-6.69,5.28,5.96,4.22
861.0,-6.57,5.14,6.08,4.22
863.0,-6.36,5.25,6.05,4.22
866.0,-6.3,5.26,6.15,4.22
868.0,-6.17,5.16,6.42,4.22
871.0,-6.08,5.26,6.38,4.2
873.0,-6.15,5.38,6.36,4.22
876.0,-6.12,5.5,6.56,4.22
878.0,-6.16,5.53,6.65,4.22
881.0,-6.26,5.59,6.71,4.19
883.0,-6.36,5.7,6.67,4.2
886.0,-6.45,5.78,6.83,4.23
888.0,-6.57,5.83,6.98,4.23
891.0,-6.72,5.95,6.86,4.21
893.0,-6.87,6.01,6.85,4.22
896.0,-7.09,6.06,6.91,4.22
898.0,-7.14,6.08,6.94,4.22
901.0,-7.24,6.09,7.03,4.22
903.0,-7.32,6.14,7.08,4.22
906.0,-7.3,6.14,7.02,4.22
908.0,-7.29,6.34,7.08,4.19
911.0,-7.18,6.4,7.05,4.2
913.0,-7.02,6.59,6.97,4.22
916.0,-6.9,6.62,7.08,4.22
918.0,-6.75,6.74,7.12,4.22
921.0,-6.56,6.88,7.01,4.22
923.0,-6.44,7.01,6.89,4.23
926.0,-6.29,7.12,6.62,4.22
928.0,-6.13,7.13,6.57,4.22
938.0,-4.85,6.91,6.9,4.24
941.0,-4.58,6.97,6.47,4.22
943.0,-4.41,7.23,6.62,4.22
946.0,-4.45,7.41,6.68,4.23
948.0,-4.43,7.65,7.01,4.22
951.0,-4.49,7.86,7.2,4.22
953.0,-4.38,7.82,7.33,4.22
956.0,-4.47,7.9,7.56,4.22
958.0,-4.35,7.89,7.62,4.22
961.0,-4.33,7.88,7.82,4.22
963.0,-4.12,8.11,8.19,4.22
966.0,-4.12,8.3,7.87,4.22
968.0,-4.3,8.46,7.73,4.21
971.0,-4.55,8.46,7.88,4.2
973.0,-4.84,8.36,7.74,4.22
976.0,-5.18,8.3,7.28,4.22
978.0,-5.51,8.33,6.83,4.22
981.0,-5.76,8.35,6.69,4.2
983.0,-5.94,8.58,6.13,4.19
986.0,-6.02,8.5,6.15,4.22
988.0,-6.04,8.36,6.39,4.22
991.0,-5.99,8.23,6.15,4.23
993.0,-5.85,8.37,5.84,4.22
996.0,-5.7,8.45,5.75,4.21
998.0,-5.53,8.35,5.72,4.22
1001.0,-5.38,8.26,5.52,4.2
1003.0,-5.33,8.32,5.23,4.22
1006.0,-5.22,8.25,5.09,4.22
1008.0,-5.15,8.34,5.08,4.22
1010.0,-5.09,8.42,5.0,4.19
1013.0,-5.16,8.33,4.86,4.22
1016.0,-5.08,8.33,4.73,4.22
1018.0,-5.13,8.25,4.6,4.22
1021.0,-5.2,8.22,4.55,4.22
1023.0,-5.3,8.11,4.45,4.22
1025.0,-5.26,8.11,4.21,4.22
1028.0,-5.39,8.13,4.01,4.21
1030.0,-5.39,8.06,3.99,4.22
1033.0,-5.52,8.11,4.06,4.22
1035.0,-5.65,8.12,4.03,4.22
1038.0,-5.85,8.13,3.94,4.21
1040.0,-5.92,8.13,4.2,4.22
1043.0,-6.16,8.13,4.3,4.22
1045.0,-6.4,8.12,4.06,4.22
1048.0,-6.33,7.93,3.92,4.22
1050.0,-6.49,7.83,3.87,4.22
1053.0,-6.38,7.58,4.46,4.22
1055.0,-6.24,7.4,4.67,4.23
1058.0,-6.06,7.14,4.52,4.21
1060.0,-5.84,6.94,4.31,4.22
1070.0,-5.87,6.45,4.96,4.22
1073.0,-5.84,6.35,5.06,4.22
1075.0,-5.77,6.22,4.94,4.22
1078.0,-5.63,6.14,5.08,4.22
1080.0,-5.57,6.21,5.06,4.22
1083.0,-5.38,6.21,5.52,4.22
1085.0,-5.22,6.27,5.44,4.22
1088.0,-5.08,6.32,5.61,4.2
1090.0,-5.04,6.39,5.6,4.22
1093.0,-5.06,6.42,5.56,4.19
1095.0,-5.01,6.59,5.53,4.2
1098.0,-5.09,6.67,5.67,4.22
1100.0,-5.17,6.79,5.77,4.23
1103.0,-5.3,6.81,5.73,4.22
1105.0,-5.39,6.92,5.69,4.22
1108.0,-5.53,7.07,5.75,4.22
1110.0,-5.58,7.22,5.92,4.22
1113.0,-5.71,7.32,5.98,4.17
1115.0,-5.72,7.51,6.02,4.22
1118.0,-5.7,7.59,6.14,4.22
1120.0,-5.58,7.65,6.29,4.21
1123.0,-5.61,7.75,6.2,4.22
1125.0,-5.52,7.97,6.25,4.22
1128.0,-5.45,8.09,6.25,4.22
1130.0,-5.42,8.21,6.14,4.22
1133.0,-5.32,8.34,6.07,4.22
1135.0,-5.32,8.41,5.87,4.22
1138.0,-5.18,8.57,5.9,4.22
1140.0,-5.06,8.6,5.73,4.22
1143.0,-4.9,8.65,5.59,4.22
1145.0,-4.75,8.72,5.35,4.22
1148.0,-4.65,8.74,5.02,4.19
1150.0,-4.35,8.68,5.58,4.22
1153.0,-4.16,8.68,5.34,4.22
1155.0,-3.98,8.71,5.15,4.22
1158.0,-3.96,8.68,4.96,4.22
1160.0,-3.82,8.7,5.21,4.22
1163.0,-3.91,8.37,5.09,4.22
1165.0,-3.76,8.37,5.43,4.22
1175.0,-3.38,8.34,5.03,4.22
1178.0,-3.4,8.46,4.81,4.22
1180.0,-3.42,8.54,4.99,4.22
1183.0,-3.33,8.72,4.99,4.22
1185.0,-3.27,8.66,4.99,4.22
1188.0,-3.18,8.83,4.92,4.22
1190.0,-3.39,8.92,4.75,4.22
1193.0,-3.42,9.01,4.73,4.22
1195.0,-3.57,9.06,4.69,4.2
1198.0,-3.57,9.23,4.56,4.22
1200.0,-3.7,9.48,4.34,4.22
1203.0,-3.91,9.61,4.08,4.21
1205.0,-4.09,9.87,3.97,4.22
1208.0,-4.15,9.98,3.79,4.22
1210.0,-4.31,10.27,3.53,4.22
1213.0,-4.56,10.58,3.35,4.22
1215.0,-4.74,10.81,3.37,4.19
1218.0,-4.76,10.94,3.31,4.2
1220.0,-4.66,11.08,3.21,4.22
1223.0,-4.57,11.02,3.35,4.22
1225.0,-4.5,11.09,3.44,4.22
1228.0,-4.48,11.08,3.33,4.22
1230.0,-4.35,11.16,3.24,4.23
1233.0,-4.22,11.39,3.06,4.22
1235.0,-4.44,11.58,3.12,4.22
1238.0,-4.54,11.89,3.25,4.22
1240.0,-4.52,11.92,3.27,4.22
1243.0,-4.66,11.9,3.29,4.22
1245.0,-4.63,11.86,3.35,4.2
1248.0,-4.59,11.71,3.45,4.22
1250.0,-4.48,11.52,3.6,4.22
1260.0,-3.9,10.92,3.87,4.22
1263.0,-3.68,10.88,4.05,4.24
1265.0,-3.45,10.85,4.08,4.2
1268.0,-3.28,10.81,4.08,4.22
1270.0,-2.98,10.76,4.14,4.22
1273.0,-2.82,10.74,4.2,4.22
1275.0,-2.6,10.73,4.12,4.22
1278.0,-2.43,10.63,3.95,4.22
1280.0,-2.3,10.6,3.83,4.22
1283.0,-2.15,10.57,3.7,4.22
1285.0,-1.99,10.42,3.82,4.22
1288.0,-1.96,10.45,3.59,4.22
1290.0,-1.87,10.35,3.45,4.22
1293.0,-1.82,10.44,3.49,4.2
1295.0,-1.67,10.31,3.47,4.22
1298.0,-1.52,10.33,3.44,4.22
1300.0,-1.41,10.18,3.34,4.22
1303.0,-1.29,10.26,3.25,4.22
1305.0,-1.15,10.26,3.28,4.22
1308.0,-1.05,10.19,3.17,4.22
1310.0,-0.91,10.22,3.24,4.22
1313.0,-0.83,10.2,3.23,4.22
1315.0,-0.82,10.12,3.19,4.22
1317.0,-0.78,10.13,3.12,4.19
1320.0,-0.74,10.16,3.08,4.21
1323.0,-0.69,10.16,3.05,4.22
1333.0,-0.79,10.07,2.74,4.22
1335.0,-0.81,10.07,2.74,4.2
1338.0,-0.85,10.02,2.65,4.22
1340.0,-0.87,10.08,2.53,4.22
1343.0,-0.95,10.13,2.48,4.22
1345.0,-0.97,10.07,2.33,4.22
1347.0,-1.18,9.98,2.12,4.22
1350.0,-1.24,10.14,2.0,4.22
1352.0,-1.41,10.15,1.93,4.22
1355.0,-1.63,10.11,1.86,4.22
1357.0,-1.83,10.18,1.82,4.22
1360.0,-1.91,10.35,1.95,4.21
1362.0,-1.95,10.38,1.87,4.22
1365.0,-1.99,10.3,1.7,4.22
1367.0,-2.02,10.38,1.7,4.21
1370.0,-2.05,10.36,1.73,4.22
1372.0,-2.14,10.29,1.72,4.22
1375.0,-2.16,10.28,1.71,4.22
1377.0,-2.24,10.21,1.76,4.22
1380.0,-2.24,10.14,1.72,4.22
1382.0,-2.22,10.11,1.75,4.22
1385.0,-2.23,10.0,1.78,4.22
1387.0,-2.33,9.96,1.9,4.23
1390.0,-2.28,9.88,1.94,4.23
1392.0,-2.36,9.79,1.99,4.22
1395.0,-2.29,9.63,1.96,4.2
1397.0,-2.28,9.56,2.13,4.22
1400.0,-2.25,9.47,2.09,4.22
1402.0,-2.29,9.38,2.2,4.21
1405.0,-2.2,9.3,2.24,4.22
1412.0,-2.01,9.12,2.35,4.22
1415.0,-2.05,9.04,2.15,4.2
1417.0,-1.98,9.07,2.1,4.22
1420.0,-1.94,8.96,2.03,4.19
1422.0,-1.89,8.98,1.99,4.2
1425.0,-1.71,8.97,1.99,4.22
1427.0,-1.77,8.92,1.99,4.22
1430.0,-1.63,8.92,2.01,4.22
1432.0,-1.55,8.83,1.91,4.22
1435.0,-1.61,8.78,1.9,4.23
1437.0,-1.48,8.74,1.76,4.22
1440.0,-1.47,8.64,1.77,4.22
1442.0,-1.37,8.58,1.73,4.22
1445.0,-1.29,8.6,1.67,4.22
1447.0,-1.2,8.59,1.52,4.22
1450.0,-1.15,8.52,1.5,4.22
1452.0,-1.19,8.54,1.41,4.22
1455.0,-1.08,8.6,1.31,4.22
1457.0,-1.14,8.6,1.26,4.22
1460.0,-1.11,8.51,1.28,4.22
1462.0,-1.08,8.4,1.21,4.22
1465.0,-1.03,8.46,1.15,4.22
1467.0,-1.12,8.42,0.92,4.22
1470.0,-1.2,8.46,0.97,4.22
1472.0,-1.23,8.47,1.05,4.22
1482.0,-1.12,8.09,1.01,4.23
1485.0,-1.35,7.97,0.93,4.22
1487.0,-1.38,8.0,0.96,4.22
1490.0,-1.57,7.92,0.96,4.22
1492.0,-1.58,7.92,0.91,4.22
1495.0,-1.68,7.85,0.93,4.22
1497.0,-1.71,7.83,0.9,4.19
1500.0,-1.66,7.76,0.92,4.23
1502.0,-1.69,7.63,0.75,4.22
1505.0,-1.69,7.6,0.65,4.22
1507.0,-1.58,7.56,1.22,4.22
1510.0,-1.65,7.31,0.95,4.22
1512.0,-1.68,7.41,0.87,4.22
1515.0,-1.74,7.57,0.9,4.22
1517.0,-1.81,7.71,1.38,4.22
1520.0,-1.85,7.51,1.33,4.22
1522.0,-1.91,7.32,1.01,4.2
1525.0,-1.83,7.15,1.05,4.22
1527.0,-1.74,6.97,1.18,4.22
1530.0,-1.69,6.98,1.27,4.22
1532.0,-1.63,6.87,1.29,4.22
1535.0,-1.65,6.84,1.31,4.22
1537.0,-1.63,6.87,1.25,4.22
1540.0,-1.75,6.83,1.3,4.22
1542.0,-1.85,6.8,1.22,4.22
1545.0,-1.86,6.75,1.31,4.22
1547.0,-1.85,6.79,1.35,4.22
1550.0,-1.77,6.79,1.3,4.22
1552.0,-1.79,6.77,1.29,4.22
1555.0,-1.66,6.74,1.26,4.22
1557.0,-1.6,6.65,1.18,4.22
1565.0,-1.36,6.51,1.27,4.22
1567.0,-1.31,6.5,1.32,4.22
1570.0,-1.26,6.46,1.27,4.24
1572.0,-1.2,6.47,1.18,4.22
1575.0,-1.18,6.5,1.17,4.21
1577.0,-1.11,6.47,1.26,4.22
1580.0,-1.09,6.49,1.1,4.22
1582.0,-0.9,6.49,1.1,4.22
1585.0,-0.94,6.45,1.18,4.22
1587.0,-0.74,6.46,1.11,4.22
1590.0,-0.75,6.35,1.18,4.22
1592.0,-0.67,6.39,1.17,4.21
1595.0,-0.81,6.4,1.1,4.23
1597.0,-0.83,6.33,1.08,4.22
1600.0,-0.76,6.34,1.15,4.19
1602.0,-0.74,6.4,1.15,4.22
1605.0,-0.74,6.4,1.09,4.22
1607.0,-0.77,6.44,1.0,4.22
1610.0,-0.74,6.54,0.96,4.22
1612.0,-0.79,6.59,0.93,4.22
1615.0,-0.89,6.66,0.95,4.22
1617.0,-0.85,6.76,0.87,4.22
1620.0,-0.86,6.77,0.91,4.22
1622.0,-0.85,6.86,0.95,4.22
1625.0,-0.86,6.96,0.92,4.2
1627.0,-0.82,7.02,1.05,4.22
1630.0,-0.85,6.98,1.04,4.22
1632.0,-0.79,6.92,1.11,4.22
1635.0,-0.73,6.87,1.23,4.22
1637.0,-0.78,6.89,1.2,4.22
1640.0,-0.86,6.87,1.11,4.2
1642.0,-0.91,6.94,1.2,4.22
1652.0,-0.83,7.0,1.28,4.24
1654.0,-0.72,7.08,1.2,4.22
1657.0,-0.62,7.05,1.23,4.22
1659.0,-0.65,7.05,1.2,4.22
1662.0,-0.53,7.02,1.34,4.22
1664.0,-0.63,7.18,1.33,4.22
1667.0,-0.65,7.29,1.21,4.22
1669.0,-0.71,7.3,1.45,4.22
1672.0,-0.73,7.32,1.52,4.22
1674.0,-0.8,7.42,1.55,4.22
1677.0,-0.81,7.5,1.47,4.22
1679.0,-0.78,7.52,1.54,4.21
1682.0,-0.89,7.51,1.57,4.22
1684.0,-1.05,7.53,1.56,4.22
1687.0,-1.09,7.54,1.65,4.22
1689.0,-1.14,7.55,1.65,4.22
1692.0,-1.13,7.72,1.78,4.22
1694.0,-1.07,7.8,1.73,4.22
1697.0,-1.15,7.84,1.7,4.22
1699.0,-1.1,8.03,1.77,4.22
1702.0,-1.15,8.04,1.71,4.21
1704.0,-1.23,8.09,1.78,4.22
1707.0,-1.3,8.19,1.76,4.22
1709.0,-1.32,8.31,1.83,4.22
1712.0,-1.44,8.37,1.73,4.22
1714.0,-1.52,8.51,1.67,4.21
1717.0,-1.51,8.48,1.63,4.2
1719.0,-1.74,8.53,1.52,4.22
1722.0,-1.74,8.52,1.52,4.22
