Acc conf(10), Acc range(2), Power conf(1), Power ctrl(4), Dummy(2)
428.0,-1.55,9.66,0.81,4.25
430.0,-1.5,9.68,0.7,4.27
433.0,-1.61,9.68,0.75,4.27
443.0,-1.62,9.73,0.8,4.25
445.0,-1.63,9.69,0.83,4.25
448.0,-1.71,9.72,0.83,4.25
450.0,-1.6,9.71,0.77,4.27
453.0,-1.69,9.73,0.77,4.24
455.0,-1.58,9.71,0.83,4.24
458.0,-1.65,9.71,0.75,4.25
460.0,-1.72,9.69,0.79,4.25
463.0,-1.59,9.63,0.79,4.24
465.0,-1.62,9.68,0.78,4.24
468.0,-1.63,9.72,0.74,4.25
470.0,-1.65,9.72,0.75,4.24
473.0,-1.6,9.67,0.8,4.25
475.0,-1.65,9.7,0.74,4.24
478.0,-1.64,9.65,0.74,4.25
480.0,-1.62,9.74,0.76,4.25
483.0,-1.62,9.73,0.78,4.25
485.0,-1.65,9.74,0.74,4.25
488.0,-1.57,9.75,0.78,4.21
490.0,-1.52,9.74,0.76,4.24
493.0,-1.57,9.71,0.82,4.25
495.0,-1.54,9.66,0.82,4.24
498.0,-1.54,9.64,0.87,4.25
500.0,-1.55,9.67,0.82,4.24
503.0,-1.55,9.64,0.82,4.24
505.0,-1.47,9.63,0.77,4.25
508.0,-1.51,9.72,0.83,4.24
510.0,-1.5,9.61,0.86,4.25
513.0,-1.49,9.63,0.86,4.23
515.0,-1.44,9.7,0.84,4.22
518.0,-1.52,9.74,0.79,4.25
520.0,-1.54,9.71,0.79,4.25
523.0,-1.51,9.65,0.66,4.25
525.0,-1.55,9.65,0.75,4.25
528.0,-1.61,9.66,0.74,4.25
530.0,-1.53,9.66,0.78,4.25
533.0,-1.64,9.67,0.73,4.25
535.0,-1.62,9.72,0.74,4.25
538.0,-1.56,9.67,0.73,4.25
540.0,-1.58,9.7,0.76,4.24
543.0,-1.53,9.67,0.8,4.25
545.0,-1.53,9.68,0.84,4.27
548.0,-1.6,9.66,0.8,4.25
550.0,-1.59,9.72,0.81,4.25
553.0,-1.56,9.74,0.71,4.27
555.0,-1.51,9.67,0.8,4.25
558.0,-1.55,9.67,0.8,4.25
560.0,-1.53,9.67,0.83,4.25
563.0,-1.54,9.64,0.74,4.27
565.0,-1.67,9.72,0.68,4.24
568.0,-1.59,9.7,0.77,4.25
570.0,-1.66,9.69,0.71,4.25
573.0,-1.55,9.75,0.73,4.24
575.0,-1.6,9.67,0.73,4.25
578.0,-1.58,9.74,0.7,4.27
580.0,-1.57,9.69,0.67,4.25
583.0,-1.58,9.71,0.73,4.25
585.0,-1.59,9.73,0.68,4.25
588.0,-1.56,9.69,0.73,4.25
590.0,-1.57,9.65,0.74,4.21
593.0,-1.48,9.64,0.72,4.25
595.0,-1.47,9.72,0.8,4.25
598.0,-1.4,9.71,0.82,4.24
600.0,-1.53,9.72,0.78,4.25
603.0,-1.39,9.65,0.76,4.25
605.0,-1.46,9.68,0.77,4.25
608.0,-1.51,9.66,0.78,4.25
610.0,-1.5,9.65,0.82,4.25
613.0,-1.6,9.68,0.78,4.27
615.0,-1.56,9.67,0.81,4.23
618.0,-1.66,9.73,0.8,4.25
620.0,-1.68,9.69,0.81,4.25
623.0,-1.63,9.7,0.77,4.25
625.0,-1.57,9.65,0.78,4.24
635.0,-1.49,9.7,0.68,4.25
638.0,-1.48,9.76,0.69,4.25
640.0,-1.44,9.75,0.7,4.27
643.0,-1.51,9.71,0.71,4.25
645.0,-1.46,9.78,0.68,4.25
648.0,-1.48,9.77,0.69,4.24
650.0,-1.48,9.73,0.67,4.25
653.0,-1.48,9.77,0.8,4.25
655.0,-1.5,9.71,0.7,4.25
658.0,-1.52,9.68,0.74,4.25
660.0,-1.55,9.65,0.77,4.25
663.0,-1.63,9.7,0.74,4.25
665.0,-1.64,9.69,0.69,4.24
668.0,-1.58,9.7,0.75,4.25
670.0,-1.65,9.71,0.73,4.25
673.0,-1.64,9.65,0.78,4.25
675.0,-1.57,9.68,0.77,4.25
678.0,-1.53,9.69,0.74,4.24
680.0,-1.53,9.74,0.8,4.25
683.0,-1.5,9.7,0.81,4.25
686.0,-1.45,9.77,0.86,4.25
688.0,-1.47,9.69,0.82,4.22
690.0,-1.44,9.74,0.89,4.25
693.0,-1.45,9.71,0.87,4.22
695.0,-1.44,9.77,0.89,4.25
698.0,-1.47,9.75,0.84,4.27
700.0,-1.46,9.67,0.91,4.25
703.0,-1.5,9.71,0.83,4.24
705.0,-1.61,9.59,0.9,4.24
708.0,-1.52,9.64,0.87,4.25
711.0,-1.52,9.65,0.82,4.25
713.0,-1.54,9.63,0.88,4.25
715.0,-1.59,9.69,0.83,4.24
718.0,-1.67,9.7,0.82,4.22
721.0,-1.59,9.74,0.78,4.24
723.0,-1.54,9.72,0.78,4.25
726.0,-1.61,9.74,0.78,4.25
728.0,-1.53,9.76,0.85,4.25
731.0,-1.52,9.76,0.73,4.25
733.0,-1.51,9.74,0.78,4.25
736.0,-1.48,9.74,0.76,4.24
738.0,-1.53,9.7,0.76,4.25
741.0,-1.43,9.74,0.77,4.24
743.0,-1.48,9.74,0.76,4.25
746.0,-1.44,9.75,0.83,4.25
748.0,-1.45,9.72,0.72,4.25
751.0,-1.43,9.68,0.76,4.25
753.0,-1.54,9.7,0.74,4.24
756.0,-1.49,9.66,0.77,4.24
758.0,-1.46,9.67,0.82,4.25
761.0,-1.55,9.59,0.79,4.25
763.0,-1.5,9.66,0.79,4.25
766.0,-1.54,9.64,0.76,4.27
768.0,-1.51,9.69,0.73,4.25
771.0,-1.53,9.73,0.75,4.22
773.0,-1.52,9.65,0.79,4.24
776.0,-1.58,9.7,0.76,4.25
778.0,-1.55,9.69,0.77,4.25
781.0,-1.5,9.67,0.69,4.25
783.0,-1.55,9.79,0.71,4.25
786.0,-1.44,9.75,0.72,4.24
788.0,-1.53,9.7,0.79,4.25
791.0,-1.46,9.72,0.79,4.24
793.0,-1.41,9.67,0.83,4.25
796.0,-1.5,9.69,0.76,4.24
798.0,-1.47,9.68,0.8,4.27
801.0,-1.47,9.71,0.79,4.24
803.0,-1.5,9.67,0.79,4.25
806.0,-1.49,9.64,0.74,4.27
808.0,-1.46,9.62,0.81,4.25
811.0,-1.54,9.64,0.8,4.25
813.0,-1.53,9.65,0.83,4.24
823.0,-1.58,9.74,0.84,4.23
826.0,-1.57,9.74,0.78,4.24
828.0,-1.54,9.73,0.78,4.25
831.0,-1.6,9.72,0.66,4.25
833.0,-1.63,9.7,0.72,4.25
836.0,-1.54,9.76,0.76,4.25
838.0,-1.5,9.71,0.79,4.25
841.0,-1.49,9.7,0.74,4.27
843.0,-1.5,9.71,0.74,4.27
846.0,-1.48,9.76,0.75,4.27
848.0,-1.42,9.69,0.8,4.24
851.0,-1.49,9.67,0.78,4.25
853.0,-1.44,9.76,0.84,4.27
856.0,-1.43,9.66,0.82,4.27
858.0,-1.51,9.65,0.78,4.25
861.0,-1.47,9.69,0.75,4.25
863.0,-1.44,9.64,0.85,4.25
866.0,-1.58,9.7,0.87,4.25
868.0,-1.56,9.65,0.81,4.27
871.0,-1.57,9.63,0.81,4.25
873.0,-1.66,9.71,0.8,4.25
876.0,-1.62,9.67,0.77,4.24
878.0,-1.56,9.68,0.69,4.25
881.0,-1.56,9.74,0.78,4.25
883.0,-1.56,9.7,0.72,4.27
886.0,-1.61,9.74,0.71,4.25
888.0,-1.55,9.73,0.74,4.25
891.0,-1.55,9.75,0.71,4.24
893.0,-1.51,9.77,0.75,4.24
896.0,-1.56,9.77,0.76,4.25
898.0,-1.53,9.7,0.76,4.23
901.0,-1.5,9.73,0.81,4.25
903.0,-1.48,9.75,0.79,4.24
906.0,-1.52,9.7,0.84,4.25
908.0,-1.57,9.66,0.79,4.24
911.0,-1.54,9.72,0.79,4.24
913.0,-1.65,9.65,0.76,4.25
916.0,-1.56,9.7,0.81,4.25
918.0,-1.59,9.75,0.74,4.24
921.0,-1.65,9.67,0.69,4.25
923.0,-1.56,9.69,0.69,4.22
926.0,-1.55,9.64,0.71,4.25
928.0,-1.52,9.7,0.77,4.25
931.0,-1.56,9.72,0.73,4.23
933.0,-1.57,9.68,0.7,4.27
936.0,-1.51,9.7,0.69,4.25
938.0,-1.53,9.7,0.75,4.25
941.0,-1.56,9.65,0.74,4.25
943.0,-1.52,9.73,0.83,4.25
946.0,-1.54,9.66,0.82,4.25
948.0,-1.56,9.68,0.84,4.25
951.0,-1.63,9.7,0.84,4.25
953.0,-1.6,9.63,0.79,4.27
956.0,-1.55,9.66,0.78,4.25
963.0,-1.63,9.68,0.82,4.25
966.0,-1.65,9.67,0.8,4.24
968.0,-1.56,9.64,0.77,4.25
971.0,-1.56,9.71,0.81,4.24
973.0,-1.61,9.66,0.76,4.27
976.0,-1.57,9.72,0.75,4.24
978.0,-1.62,9.72,0.71,4.27
981.0,-1.56,9.78,0.76,4.24
983.0,-1.6,9.76,0.82,4.25
986.0,-1.63,9.73,0.74,4.25
988.0,-1.57,9.73,0.67,4.27
991.0,-1.61,9.7,0.77,4.25
993.0,-1.58,9.69,0.74,4.25
996.0,-1.64,9.78,0.77,4.25
998.0,-1.6,9.64,0.65,4.22
1001.0,-1.57,9.69,0.72,4.22
1003.0,-1.53,9.7,0.78,4.25
1006.0,-1.5,9.69,0.74,4.25
1008.0,-1.53,9.64,0.71,4.25
1011.0,-1.53,9.64,0.75,4.24
1013.0,-1.53,9.68,0.75,4.24
1016.0,-1.56,9.68,0.73,4.25
1018.0,-1.6,9.67,0.73,4.25
1021.0,-1.58,9.73,0.72,4.24
1023.0,-1.58,9.69,0.75,4.25
1026.0,-1.63,9.65,0.68,4.22
1028.0,-1.62,9.69,0.68,4.22
1031.0,-1.56,9.75,0.69,4.25
1033.0,-1.52,9.66,0.69,4.25
1036.0,-1.54,9.68,0.76,4.27
1038.0,-1.56,9.74,0.75,4.25
1041.0,-1.57,9.75,0.69,4.25
1043.0,-1.61,9.71,0.69,4.24
1046.0,-1.56,9.64,0.74,4.25
1048.0,-1.55,9.69,0.74,4.25
1051.0,-1.55,9.65,0.68,4.24
1053.0,-1.58,9.66,0.67,4.25
1056.0,-1.58,9.7,0.64,4.25
1058.0,-1.58,9.77,0.68,4.27
1061.0,-1.62,9.72,0.67,4.24
1063.0,-1.62,9.73,0.59,4.24
1066.0,-1.67,9.68,0.66,4.27
1068.0,-1.6,9.71,0.66,4.24
1071.0,-1.6,9.68,0.66,4.25
1081.0,-1.48,9.7,0.76,4.24
1083.0,-1.45,9.69,0.66,4.24
1086.0,-1.5,9.74,0.71,4.24
1088.0,-1.49,9.66,0.69,4.25
1091.0,-1.53,9.66,0.71,4.27
1093.0,-1.58,9.69,0.67,4.25
1096.0,-1.54,9.66,0.77,4.25
1098.0,-1.56,9.66,0.68,4.25
1101.0,-1.56,9.73,0.8,4.22
1103.0,-1.57,9.69,0.78,4.25
1106.0,-1.57,9.7,0.71,4.25
1108.0,-1.55,9.74,0.71,4.27
1111.0,-1.56,9.7,0.68,4.25
1113.0,-1.52,9.68,0.69,4.25
1116.0,-1.63,9.72,0.63,4.25
1118.0,-1.57,9.65,0.64,4.24
1121.0,-1.6,9.73,0.59,4.25
1123.0,-1.57,9.6,0.66,4.25
1126.0,-1.58,9.68,0.65,4.25
1128.0,-1.54,9.66,0.69,4.22
1131.0,-1.54,9.72,0.71,4.24
1133.0,-1.55,9.59,0.67,4.25
1136.0,-1.55,9.63,0.82,4.24
1138.0,-1.49,9.67,0.68,4.24
1141.0,-1.48,9.65,0.7,4.25
1143.0,-1.58,9.66,0.71,4.25
1146.0,-1.53,9.65,0.77,4.25
1148.0,-1.54,9.7,0.66,4.25
1151.0,-1.57,9.7,0.65,4.23
1153.0,-1.55,9.65,0.67,4.24
1156.0,-1.61,9.68,0.7,4.25
1158.0,-1.6,9.74,0.67,4.25
1161.0,-1.57,9.74,0.66,4.25
1163.0,-1.6,9.75,0.55,4.25
1166.0,-1.63,9.75,0.61,4.25
1168.0,-1.6,9.76,0.67,4.25
1171.0,-1.6,9.76,0.61,4.24
1173.0,-1.61,9.75,0.66,4.25
1176.0,-1.57,9.76,0.67,4.27
1186.0,-1.5,9.72,0.68,4.25
1188.0,-1.53,9.77,0.64,4.25
1191.0,-1.48,9.76,0.67,4.25
1193.0,-1.48,9.79,0.69,4.27
1196.0,-1.49,9.72,0.71,4.25
1198.0,-1.48,9.7,0.68,4.25
1201.0,-1.57,9.77,0.71,4.24
1203.0,-1.55,9.75,0.63,4.22
1206.0,-1.6,9.68,0.7,4.24
1208.0,-1.58,9.69,0.58,4.24
1211.0,-1.65,9.73,0.68,4.27
1213.0,-1.57,9.77,0.63,4.27
1216.0,-1.65,9.77,0.62,4.27
1218.0,-1.65,9.8,0.64,4.25
1221.0,-1.64,9.77,0.61,4.25
1223.0,-1.64,9.77,0.63,4.24
1226.0,-1.67,9.78,0.62,4.25
1228.0,-1.68,9.75,0.65,4.25
1231.0,-1.58,9.76,0.63,4.2
1233.0,-1.53,9.74,0.64,4.25
1236.0,-1.53,9.76,0.73,4.25
1238.0,-1.54,9.73,0.74,4.25
1241.0,-1.51,9.72,0.77,4.27
1243.0,-1.52,9.72,0.72,4.25
1246.0,-1.51,9.7,0.72,4.25
1248.0,-1.51,9.67,0.75,4.25
1251.0,-1.57,9.72,0.68,4.25
1253.0,-1.59,9.72,0.71,4.27
1256.0,-1.52,9.74,0.78,4.25
1258.0,-1.58,9.71,0.69,4.25
1261.0,-1.65,9.73,0.71,4.25
1263.0,-1.58,9.67,0.69,4.24
1266.0,-1.59,9.7,0.7,4.25
1268.0,-1.54,9.72,0.69,4.25
1271.0,-1.57,9.72,0.72,4.25
1273.0,-1.57,9.74,0.69,4.25
1276.0,-1.56,9.73,0.76,4.25
1278.0,-1.62,9.82,0.66,4.25
1281.0,-1.59,9.76,0.68,4.25
1283.0,-1.6,9.73,0.68,4.24
1293.0,-1.48,9.73,0.65,4.25
1296.0,-1.51,9.68,0.7,4.25
1298.0,-1.46,9.75,0.74,4.27
1301.0,-1.48,9.71,0.69,4.24
1303.0,-1.5,9.75,0.72,4.25
1306.0,-1.5,9.73,0.71,4.21
1308.0,-1.49,9.76,0.71,4.24
1311.0,-1.48,9.69,0.7,4.25
1313.0,-1.51,9.72,0.74,4.25
1316.0,-1.59,9.72,0.76,4.25
1318.0,-1.52,9.74,0.73,4.25
1321.0,-1.56,9.73,0.77,4.25
1323.0,-1.55,9.68,0.82,4.25
1326.0,-1.56,9.72,0.75,4.24
1328.0,-1.52,9.75,0.75,4.25
1331.0,-1.54,9.72,0.8,4.25
1333.0,-1.48,9.73,0.77,4.22
1336.0,-1.53,9.75,0.78,4.24
1338.0,-1.54,9.77,0.72,4.25
1341.0,-1.55,9.74,0.77,4.25
1343.0,-1.52,9.76,0.73,4.25
1346.0,-1.52,9.8,0.72,4.25
1348.0,-1.52,9.69,0.72,4.24
1351.0,-1.57,9.78,0.64,4.25
1353.0,-1.45,9.8,0.67,4.24
1356.0,-1.51,9.75,0.74,4.27
1358.0,-1.49,9.73,0.79,4.25
1361.0,-1.52,9.7,0.72,4.25
1363.0,-1.58,9.73,0.76,4.25
1366.0,-1.53,9.67,0.75,4.24
1368.0,-1.55,9.71,0.69,4.25
1371.0,-1.46,9.65,0.73,4.27
1373.0,-1.6,9.68,0.78,4.25
1376.0,-1.49,9.67,0.73,4.27
1378.0,-1.49,9.67,0.71,4.25
1381.0,-1.48,9.69,0.73,4.25
1383.0,-1.52,9.64,0.78,4.25
1386.0,-1.48,9.66,0.73,4.25
1388.0,-1.46,9.67,0.77,4.25
1398.0,-1.5,9.68,0.78,4.25
1401.0,-1.48,9.67,0.76,4.25
1403.0,-1.51,9.64,0.77,4.26
1406.0,-1.46,9.74,0.8,4.24
1408.0,-1.52,9.79,0.73,4.2
1411.0,-1.49,9.65,0.84,4.25
1413.0,-1.52,9.68,0.84,4.25
1416.0,-1.54,9.7,0.8,4.25
1418.0,-1.51,9.7,0.75,4.25
1421.0,-1.43,9.69,0.75,4.27
1423.0,-1.46,9.66,0.72,4.25
1426.0,-1.51,9.71,0.75,4.25
1428.0,-1.58,9.74,0.76,4.25
1431.0,-1.45,9.75,0.75,4.25
1433.0,-1.52,9.76,0.7,4.25
1436.0,-1.49,9.68,0.68,4.22
1438.0,-1.46,9.74,0.79,4.25
1441.0,-1.49,9.75,0.76,4.24
1443.0,-1.43,9.75,0.69,4.25
1446.0,-1.44,9.65,0.76,4.25
1448.0,-1.44,9.73,0.68,4.25
1451.0,-1.44,9.73,0.73,4.25
1453.0,-1.46,9.72,0.74,4.24
1456.0,-1.48,9.68,0.75,4.24
1458.0,-1.48,9.67,0.72,4.25
1461.0,-1.47,9.71,0.74,4.24
1463.0,-1.5,9.69,0.73,4.25
1466.0,-1.53,9.73,0.74,4.25
1468.0,-1.53,9.72,0.72,4.25
1471.0,-1.54,9.67,0.79,4.25
1473.0,-1.54,9.68,0.73,4.26
1476.0,-1.53,9.75,0.67,4.25
1478.0,-1.57,9.71,0.73,4.25
1481.0,-1.54,9.63,0.7,4.25
1483.0,-1.5,9.7,0.73,4.25
1486.0,-1.45,9.7,0.71,4.25
1488.0,-1.44,9.69,0.72,4.25
1491.0,-1.45,9.68,0.81,4.25
1493.0,-1.42,9.72,0.8,4.25
1496.0,-1.49,9.72,0.78,4.24
1506.0,-1.46,9.73,0.74,4.25
1508.0,-1.48,9.74,0.79,4.25
1511.0,-1.55,9.7,0.71,4.2
1513.0,-1.48,9.68,0.68,4.24
1516.0,-1.56,9.73,0.69,4.24
1518.0,-1.57,9.76,0.64,4.25
1521.0,-1.52,9.7,0.66,4.25
1523.0,-1.51,9.81,0.67,4.27
1526.0,-1.48,9.74,0.67,4.24
1528.0,-1.45,9.76,0.7,4.25
1531.0,-1.51,9.75,0.68,4.25
1533.0,-1.57,9.77,0.68,4.24
1536.0,-1.48,9.77,0.68,4.24
1538.0,-1.51,9.76,0.69,4.22
1541.0,-1.49,9.72,0.66,4.27
1543.0,-1.47,9.73,0.63,4.25
1546.0,-1.53,9.74,0.69,4.25
1548.0,-1.5,9.75,0.69,4.25
1551.0,-1.55,9.68,0.65,4.25
1553.0,-1.55,9.69,0.72,4.25
1556.0,-1.52,9.66,0.65,4.25
1558.0,-1.53,9.7,0.61,4.25
1561.0,-1.52,9.71,0.72,4.24
1563.0,-1.47,9.73,0.69,4.27
1566.0,-1.45,9.71,0.67,4.25
1568.0,-1.47,9.74,0.71,4.25
1571.0,-1.5,9.7,0.63,4.24
1573.0,-1.44,9.72,0.72,4.25
1576.0,-1.48,9.73,0.61,4.25
1578.0,-1.41,9.66,0.69,4.25
1581.0,-1.44,9.72,0.66,4.25
1583.0,-1.53,9.68,0.68,4.27
1586.0,-1.48,9.71,0.68,4.25
1588.0,-1.48,9.68,0.75,4.24
1591.0,-1.56,9.67,0.7,4.25
1593.0,-1.51,9.7,0.71,4.24
1596.0,-1.59,9.71,0.7,4.25
1598.0,-1.54,9.62,0.68,4.24
1601.0,-1.47,9.69,0.68,4.25
1608.0,-1.5,9.74,0.65,4.25
1611.0,-1.46,9.73,0.65,4.24
1613.0,-1.51,9.68,0.71,4.21
1616.0,-1.47,9.76,0.68,4.24
1618.0,-1.56,9.72,0.71,4.25
1621.0,-1.48,9.72,0.73,4.25
1623.0,-1.53,9.7,0.72,4.24
1626.0,-1.43,9.73,0.71,4.24
1628.0,-1.52,9.69,0.63,4.25
1631.0,-1.44,9.71,0.69,4.25
1633.0,-1.47,9.71,0.71,4.25
1636.0,-1.5,9.66,0.73,4.25
1638.0,-1.55,9.7,0.69,4.25
1641.0,-1.53,9.64,0.71,4.22
1643.0,-1.54,9.7,0.71,4.24
1646.0,-1.56,9.68,0.73,4.24
1648.0,-1.49,9.7,0.68,4.24
1651.0,-1.59,9.67,0.66,4.25
1653.0,-1.51,9.7,0.75,4.25
1656.0,-1.45,9.71,0.67,4.25
1658.0,-1.51,9.76,0.67,4.25
1661.0,-1.51,9.74,0.68,4.25
1663.0,-1.52,9.61,0.65,4.25
1666.0,-1.48,9.7,0.67,4.25
1668.0,-1.6,9.67,0.61,4.25
1671.0,-1.56,9.71,0.75,4.25
1681.0,-1.58,9.66,0.7,4.27
1683.0,-1.49,9.67,0.65,4.25
1686.0,-1.58,9.67,0.6,4.25
1688.0,-1.54,9.73,0.58,4.25
1691.0,-1.53,9.72,0.68,4.24
1693.0,-1.48,9.7,0.64,4.24
1696.0,-1.43,9.7,0.59,4.24
1698.0,-1.53,9.65,0.55,4.25
1701.0,-1.47,9.71,0.7,4.24
1703.0,-1.56,9.64,0.67,4.25
1706.0,-1.53,9.74,0.65,4.25
1708.0,-1.49,9.73,0.71,4.25
1711.0,-1.56,9.67,0.67,4.25
1713.0,-1.57,9.69,0.67,4.25
1716.0,-1.52,9.66,0.68,4.21
