Acc conf(10), Acc range(2), Power conf(1), Power ctrl(4), Dummy(2)
177.0,0.12,9.53,2.48,4.24
179.0,0.03,9.46,2.46,4.24
182.0,0.05,9.45,2.47,4.27
184.0,0.01,9.45,2.45,4.25
187.0,0.04,9.43,2.5,4.27
189.0,0.02,9.51,2.44,4.25
192.0,0.05,9.49,2.41,4.25
194.0,0.07,9.55,2.44,4.25
197.0,0.08,9.63,2.35,4.25
199.0,0.11,9.59,2.41,4.26
202.0,0.06,9.56,2.45,4.24
204.0,0.1,9.62,2.5,4.25
207.0,0.11,9.62,2.49,4.24
209.0,0.17,9.49,2.47,4.27
212.0,0.16,9.52,2.48,4.25
214.0,0.13,9.47,2.54,4.24
217.0,0.15,9.41,2.53,4.24
219.0,0.14,9.36,2.61,4.27
222.0,0.15,9.39,2.56,4.24
224.0,0.08,9.42,2.58,4.24
227.0,0.12,9.31,2.52,4.25
229.0,-0.01,9.24,2.56,4.24
232.0,0.12,9.3,2.57,4.25
234.0,0.14,9.28,2.6,4.22
237.0,0.14,9.27,2.6,4.27
239.0,0.08,9.35,2.63,4.24
242.0,0.11,9.35,2.61,4.24
244.0,0.16,9.28,2.63,4.24
247.0,0.18,9.27,2.62,4.24
249.0,0.1,9.27,2.59,4.25
252.0,0.17,9.29,2.64,4.25
254.0,0.05,9.35,2.66,4.24
257.0,0.11,9.25,2.66,4.25
259.0,0.07,9.28,2.66,4.24
262.0,0.14,9.25,2.69,4.24
264.0,0.12,9.29,2.66,4.25
267.0,0.2,9.3,2.62,4.25
269.0,0.11,9.27,2.65,4.24
272.0,0.15,9.19,2.64,4.25
274.0,0.17,9.26,2.7,4.27
277.0,0.27,9.21,2.66,4.25
279.0,0.27,9.18,2.7,4.25
282.0,0.28,9.18,2.71,4.24
284.0,0.34,9.26,2.68,4.25
287.0,0.4,9.22,2.67,4.25
289.0,0.44,9.27,2.67,4.25
292.0,0.53,9.26,2.62,4.24
294.0,0.51,9.34,2.63,4.24
297.0,0.5,9.36,2.59,4.24
299.0,0.43,9.22,2.55,4.25
302.0,0.5,9.34,2.49,4.24
304.0,0.37,9.34,2.48,4.25
307.0,0.41,9.24,2.47,4.24
309.0,0.43,9.33,2.44,4.27
312.0,0.47,9.25,2.39,4.24
314.0,0.53,9.27,2.29,4.24
317.0,0.57,9.27,2.35,4.25
319.0,0.57,9.22,2.33,4.24
322.0,0.6,9.24,2.37,4.25
324.0,0.66,9.24,2.24,4.25
327.0,0.58,9.25,2.23,4.24
329.0,0.64,9.23,2.22,4.24
332.0,0.61,9.18,2.11,4.24
334.0,0.63,9.17,2.12,4.24
337.0,0.62,9.17,2.11,4.22
339.0,0.57,9.08,2.06,4.25
342.0,0.52,9.15,2.05,4.24
344.0,0.53,9.1,2.2,4.25
347.0,0.56,9.2,2.05,4.24
349.0,0.43,9.04,1.73,4.24
352.0,0.29,8.91,1.8,4.25
354.0,0.36,8.79,2.29,4.25
357.0,0.4,8.77,2.36,4.24
359.0,0.42,8.95,2.36,4.24
362.0,0.54,9.21,2.41,4.22
364.0,0.55,9.42,2.48,4.22
367.0,0.61,9.64,2.39,4.25
369.0,0.62,9.73,2.3,4.25
372.0,0.6,9.78,2.28,4.25
374.0,0.61,9.69,2.21,4.24
377.0,0.62,9.58,2.26,4.24
379.0,0.54,9.51,2.3,4.25
382.0,0.61,9.46,2.33,4.24
384.0,0.55,9.4,2.3,4.24
387.0,0.54,9.32,2.33,4.24
389.0,0.5,9.3,2.39,4.24
392.0,0.56,9.33,2.38,4.23
394.0,0.53,9.3,2.36,4.25
397.0,0.52,9.38,2.37,4.25
399.0,0.5,9.38,2.36,4.24
402.0,0.59,9.44,2.31,4.25
404.0,0.6,9.43,2.3,4.24
407.0,0.67,9.42,2.34,4.24
409.0,0.76,9.5,2.3,4.24
412.0,0.78,9.53,2.28,4.25
414.0,0.87,9.59,2.28,4.24
417.0,0.88,9.68,2.24,4.24
419.0,0.85,9.67,2.21,4.24
422.0,0.81,9.8,2.22,4.24
424.0,0.81,9.87,2.27,4.25
427.0,0.78,9.95,2.24,4.25
429.0,0.76,9.99,2.19,4.25
432.0,0.82,9.95,2.24,4.25
434.0,0.82,9.9,2.23,4.25
437.0,0.85,9.86,2.19,4.24
439.0,0.85,9.81,2.24,4.22
442.0,0.93,9.78,2.25,4.25
444.0,0.96,9.76,2.22,4.27
447.0,1.0,9.66,2.25,4.25
449.0,1.06,9.6,2.21,4.25
452.0,1.12,9.58,2.29,4.25
454.0,1.11,9.52,2.3,4.25
457.0,1.15,9.48,2.22,4.24
459.0,1.17,9.5,2.42,4.24
462.0,1.1,9.47,2.49,4.25
464.0,1.09,9.43,2.4,4.24
467.0,1.19,9.43,2.45,4.24
469.0,1.19,9.4,2.44,4.24
472.0,1.28,9.34,2.41,4.24
474.0,1.33,9.27,2.47,4.24
477.0,1.37,9.33,2.46,4.24
479.0,1.42,9.38,2.41,4.24
482.0,1.41,9.42,2.51,4.25
484.0,1.5,9.5,2.41,4.24
487.0,1.56,9.57,2.44,4.25
489.0,1.65,9.62,2.44,4.24
492.0,1.66,9.58,2.39,4.25
494.0,1.67,9.6,2.39,4.27
497.0,1.76,9.58,2.43,4.25
499.0,1.81,9.52,2.42,4.24
502.0,1.94,9.46,2.45,4.24
504.0,1.97,9.46,2.47,4.24
507.0,2.11,9.41,2.44,4.24
509.0,2.22,9.36,2.42,4.24
512.0,2.2,9.36,2.45,4.25
514.0,2.23,9.35,2.44,4.25
517.0,2.22,9.3,2.45,4.25
519.0,2.18,9.35,2.51,4.24
522.0,2.23,9.29,2.52,4.27
524.0,2.29,9.26,2.51,4.25
527.0,2.34,9.15,2.39,4.24
529.0,2.34,9.09,2.46,4.24
532.0,2.4,9.03,2.55,4.25
534.0,2.49,8.93,2.57,4.24
537.0,2.51,8.89,2.53,4.24
539.0,2.7,8.8,2.48,4.24
542.0,2.77,8.73,2.48,4.22
544.0,2.85,8.6,2.45,4.25
547.0,2.91,8.63,2.49,4.25
549.0,2.89,8.63,2.47,4.24
552.0,2.84,8.58,2.55,4.24
554.0,2.74,8.63,2.51,4.25
557.0,2.65,8.76,2.55,4.25
559.0,2.58,8.75,2.53,4.24
562.0,2.51,8.79,2.46,4.24
564.0,2.48,8.77,2.53,4.25
567.0,2.38,8.84,2.47,4.22
569.0,2.28,8.91,2.47,4.25
572.0,2.16,8.96,2.58,4.24
574.0,2.12,9.0,2.45,4.24
577.0,2.13,9.1,2.52,4.24
579.0,2.01,9.14,2.54,4.25
582.0,1.92,9.14,2.52,4.25
584.0,1.9,9.29,2.5,4.25
587.0,1.96,9.38,2.46,4.24
589.0,1.95,9.41,2.48,4.25
592.0,1.97,9.42,2.54,4.25
594.0,2.04,9.47,2.51,4.23
597.0,2.16,9.48,2.56,4.25
599.0,2.12,9.48,2.58,4.24
602.0,2.21,9.5,2.62,4.25
604.0,2.14,9.44,2.61,4.24
607.0,2.13,9.45,2.68,4.25
609.0,2.09,9.41,2.66,4.27
619.0,1.91,9.48,2.64,4.24
622.0,1.84,9.48,2.61,4.24
624.0,1.9,9.51,2.63,4.25
627.0,2.05,9.53,2.62,4.24
629.0,2.16,9.5,2.64,4.24
632.0,2.4,9.48,2.74,4.24
634.0,2.47,9.47,2.76,4.25
637.0,2.62,9.52,2.82,4.24
639.0,2.56,9.48,2.92,4.24
642.0,2.42,9.55,2.94,4.24
644.0,2.19,9.67,3.01,4.22
647.0,2.0,9.73,3.05,4.25
649.0,1.63,9.82,3.08,4.24
652.0,1.4,9.96,3.19,4.25
654.0,1.24,10.0,3.23,4.25
657.0,1.17,10.06,3.35,4.24
659.0,1.09,10.03,3.38,4.25
662.0,1.13,10.02,3.47,4.24
664.0,1.3,9.95,3.47,4.24
667.0,1.37,9.82,3.49,4.25
669.0,1.49,9.89,3.57,4.22
672.0,1.57,9.88,3.61,4.23
674.0,1.53,9.93,3.71,4.24
677.0,1.52,10.02,3.71,4.25
679.0,1.56,10.11,3.55,4.24
682.0,1.42,10.09,3.43,4.25
684.0,1.37,10.12,3.39,4.27
687.0,1.25,10.05,3.43,4.25
689.0,1.19,9.98,3.42,4.24
692.0,1.23,9.9,3.4,4.25
694.0,1.27,9.85,3.39,4.24
697.0,1.21,9.68,3.34,4.25
699.0,1.14,9.6,3.27,4.24
702.0,1.17,9.64,3.31,4.24
704.0,1.13,9.6,3.28,4.24
707.0,1.06,9.53,3.23,4.24
709.0,0.99,9.55,3.3,4.25
712.0,0.88,9.64,3.21,4.25
714.0,0.79,9.74,3.18,4.25
717.0,0.71,9.83,3.17,4.25
719.0,0.53,9.91,3.23,4.27
722.0,0.4,9.96,3.26,4.24
724.0,0.21,10.05,3.24,4.24
727.0,0.07,10.08,3.28,4.24
729.0,-0.08,10.09,3.33,4.27
732.0,-0.17,10.12,3.42,4.25
734.0,-0.28,10.16,3.36,4.24
737.0,-0.37,10.13,3.33,4.24
739.0,-0.4,10.18,3.47,4.25
742.0,-0.38,10.21,3.53,4.24
744.0,-0.45,10.09,3.51,4.25
747.0,-0.49,10.07,3.59,4.24
749.0,-0.59,10.03,3.71,4.24
752.0,-0.76,10.03,3.9,4.24
754.0,-0.93,10.0,4.03,4.25
757.0,-1.18,10.03,4.01,4.25
759.0,-1.32,9.97,4.08,4.25
762.0,-1.48,9.92,3.99,4.27
764.0,-1.53,9.88,3.97,4.25
767.0,-1.61,9.93,3.93,4.24
769.0,-1.7,9.84,3.92,4.24
772.0,-1.81,9.86,3.96,4.2
774.0,-1.82,9.88,3.93,4.24
777.0,-1.93,9.93,3.93,4.25
779.0,-2.03,10.0,3.89,4.24
782.0,-2.1,10.2,3.91,4.25
784.0,-2.19,10.34,3.93,4.24
787.0,-2.24,10.41,3.95,4.24
789.0,-2.4,10.65,3.9,4.24
792.0,-2.45,10.73,3.87,4.24
802.0,-2.79,11.13,4.04,4.25
804.0,-2.83,11.2,3.92,4.24
807.0,-2.91,11.34,3.89,4.27
809.0,-3.05,11.37,3.99,4.24
812.0,-3.12,11.57,4.03,4.24
814.0,-3.18,11.62,3.97,4.24
817.0,-3.25,11.65,3.99,4.24
819.0,-3.32,11.72,4.03,4.24
822.0,-3.3,11.79,3.97,4.24
824.0,-3.3,11.81,3.89,4.25
827.0,-3.42,11.85,3.76,4.25
829.0,-3.44,11.81,3.7,4.25
832.0,-3.54,11.72,3.65,4.24
834.0,-3.59,11.72,3.59,4.24
837.0,-3.63,11.72,3.49,4.27
839.0,-3.69,11.62,3.44,4.24
842.0,-3.75,11.65,3.41,4.25
844.0,-3.91,11.62,3.42,4.25
847.0,-4.06,11.53,3.52,4.24
849.0,-4.25,11.54,3.44,4.23
852.0,-4.34,11.63,3.4,4.25
854.0,-4.56,11.6,3.39,4.27
857.0,-4.76,11.75,3.27,4.25
859.0,-4.98,11.79,3.18,4.24
862.0,-5.22,11.86,3.11,4.25
864.0,-5.5,11.82,2.92,4.24
867.0,-5.73,12.2,2.81,4.25
869.0,-5.96,12.22,2.64,4.25
872.0,-6.27,12.41,2.61,4.24
874.0,-6.46,12.58,2.37,4.22
877.0,-6.68,12.75,2.22,4.23
879.0,-6.77,13.08,1.92,4.24
882.0,-7.02,13.3,1.61,4.24
884.0,-7.19,13.61,1.44,4.25
887.0,-7.32,13.75,1.3,4.25
889.0,-7.55,14.02,1.35,4.25
892.0,-7.56,14.19,1.3,4.24
894.0,-7.49,14.27,1.42,4.25
897.0,-7.24,14.38,1.29,4.24
907.0,-6.52,14.42,1.01,4.24
909.0,-6.53,14.38,1.08,4.24
912.0,-6.6,14.34,1.36,4.25
914.0,-6.53,14.28,1.85,4.24
917.0,-6.54,14.2,2.46,4.24
919.0,-6.42,14.16,3.13,4.24
922.0,-6.22,13.94,3.88,4.25
924.0,-6.09,13.77,4.73,4.25
927.0,-5.78,13.71,5.48,4.24
929.0,-5.57,13.68,6.24,4.25
932.0,-5.26,13.64,7.13,4.24
934.0,-5.05,13.7,7.81,4.24
937.0,-4.74,13.79,8.44,4.24
939.0,-4.58,13.88,9.05,4.27
942.0,-4.4,13.97,9.68,4.25
944.0,-4.24,14.05,10.1,4.24
947.0,-3.98,14.12,10.53,4.24
949.0,-3.72,14.13,10.8,4.24
952.0,-3.41,14.09,11.07,4.24
954.0,-3.08,13.99,11.33,4.24
957.0,-2.7,14.0,11.56,4.25
959.0,-2.48,13.89,11.82,4.24
962.0,-2.4,13.95,12.14,4.25
964.0,-2.46,14.0,12.33,4.24
967.0,-2.75,14.14,12.43,4.24
969.0,-2.98,14.24,12.34,4.25
972.0,-3.41,14.3,11.91,4.27
974.0,-3.77,14.38,11.62,4.24
977.0,-4.06,14.52,11.24,4.22
979.0,-4.37,14.68,11.21,4.22
982.0,-4.63,14.75,10.93,4.24
984.0,-4.77,14.87,10.34,4.24
994.0,-4.93,16.38,9.28,4.24
997.0,-5.04,16.98,8.86,4.24
999.0,-5.27,17.55,8.24,4.24
1002.0,-5.64,18.06,7.79,4.24
1004.0,-6.23,18.54,7.44,4.25
1007.0,-6.66,18.99,7.62,4.24
1009.0,-6.74,19.11,7.73,4.24
1012.0,-6.81,19.35,7.37,4.25
1014.0,-6.83,19.41,7.0,4.25
1016.0,-6.96,19.58,6.82,4.24
1019.0,-7.07,19.67,6.6,4.24
1022.0,-7.25,19.71,6.54,4.24
1024.0,-7.3,19.81,6.5,4.24
1026.0,-7.36,19.89,6.35,4.25
1029.0,-7.36,20.04,6.17,4.24
1031.0,-7.35,20.24,6.21,4.24
1034.0,-7.28,20.37,6.24,4.25
1036.0,-7.05,20.37,6.42,4.24
1039.0,-6.84,20.42,6.57,4.24
1041.0,-6.51,20.42,6.46,4.25
1044.0,-6.22,20.41,6.42,4.25
1046.0,-5.99,20.44,6.45,4.24
1049.0,-5.73,20.59,6.56,4.24
1051.0,-5.44,20.71,6.7,4.25
1054.0,-5.12,20.78,6.9,4.24
1056.0,-4.89,20.93,6.86,4.24
1059.0,-4.64,21.03,6.82,4.24
1069.0,-4.27,21.41,6.57,4.27
1071.0,-4.54,21.66,6.26,4.24
1074.0,-4.82,21.85,6.38,4.24
1076.0,-5.06,21.99,6.35,4.25
1079.0,-5.26,22.24,5.84,4.22
1082.0,-5.4,22.41,5.86,4.24
1084.0,-5.67,22.61,5.59,4.24
1086.0,-5.87,22.86,5.35,4.27
1089.0,-6.11,23.08,5.17,4.27
1091.0,-6.23,23.41,4.86,4.25
1094.0,-6.42,23.66,4.47,4.25
1096.0,-6.7,23.96,4.12,4.24
1099.0,-7.01,24.27,3.72,4.24
1101.0,-7.35,24.61,3.52,4.24
1104.0,-7.69,24.9,3.55,4.27
1106.0,-7.93,25.2,3.23,4.24
1109.0,-8.29,25.5,2.83,4.24
1111.0,-8.64,25.78,2.53,4.25
1114.0,-8.91,26.07,2.14,4.25
1116.0,-9.21,26.39,1.73,4.25
1119.0,-9.38,26.58,1.38,4.25
1121.0,-9.38,26.88,1.16,4.25
1131.0,-9.55,27.21,-0.07,4.27
1134.0,-9.57,27.22,-0.34,4.24
1136.0,-9.65,27.21,-0.68,4.24
1139.0,-9.67,27.19,-0.8,4.25
1141.0,-9.95,27.26,-0.83,4.25
1144.0,-9.91,27.32,-0.84,4.24
1146.0,-9.77,27.4,-0.89,4.24
1149.0,-9.62,27.49,-1.12,4.27
1151.0,-9.4,27.56,-1.47,4.25
1154.0,-9.23,27.61,-1.67,4.22
1156.0,-8.81,27.5,-1.91,4.25
1159.0,-8.63,27.44,-2.22,4.27
1161.0,-8.28,27.37,-2.69,4.23
1164.0,-8.03,27.22,-3.07,4.24
1166.0,-7.62,26.99,-3.2,4.24
1169.0,-7.46,26.72,-3.26,4.25
1171.0,-7.38,26.48,-3.13,4.25
1174.0,-7.29,26.28,-2.9,4.24
1176.0,-7.51,26.14,-2.85,4.24
1179.0,-7.55,26.12,-2.61,4.24
1181.0,-7.7,26.1,-2.74,4.21
1184.0,-7.57,26.06,-2.84,4.23
1194.0,-7.37,26.1,-3.55,4.25
1196.0,-7.23,26.08,-3.49,4.24
1199.0,-7.04,26.06,-3.5,4.25
1201.0,-6.72,25.97,-3.69,4.25
1204.0,-6.21,25.81,-4.02,4.25
1206.0,-5.71,25.61,-4.3,4.24
1209.0,-5.06,25.16,-4.48,4.25
1211.0,-4.39,24.76,-4.77,4.27
1214.0,-3.7,24.08,-4.83,4.24
1216.0,-2.99,23.42,-4.92,4.24
1219.0,-2.34,22.66,-4.98,4.25
1221.0,-1.65,21.95,-4.96,4.25
1224.0,-1.06,21.16,-4.91,4.25
1226.0,-0.45,20.36,-4.76,4.27
1229.0,0.06,19.61,-4.44,4.25
1231.0,0.47,18.86,-4.11,4.23
1234.0,1.05,18.14,-3.71,4.25
1236.0,1.57,17.43,-3.53,4.24
1239.0,1.94,16.88,-3.28,4.22
1241.0,2.4,16.23,-2.97,4.25
1244.0,2.86,15.73,-2.65,4.24
1251.0,3.39,14.24,-1.81,4.24
1254.0,3.4,13.9,-1.65,4.25
1256.0,3.32,13.58,-1.42,4.22
1259.0,3.31,13.34,-1.33,4.23
1261.0,3.25,13.14,-1.33,4.25
1264.0,3.28,12.89,-1.17,4.25
1266.0,3.4,12.66,-1.09,4.25
1269.0,3.65,12.44,-0.93,4.25
1271.0,3.86,12.37,-0.56,4.24
1274.0,4.1,12.28,-0.37,4.24
1276.0,4.15,12.09,-0.63,4.25
1279.0,4.24,12.12,-0.52,4.27
1281.0,4.2,12.09,-0.16,4.25
1284.0,3.72,12.03,-0.36,4.2
1286.0,3.54,12.21,0.49,4.24
1289.0,3.83,12.07,0.74,4.25
1291.0,3.38,12.39,-0.48,4.25
1294.0,3.5,12.45,0.02,4.27
1296.0,3.88,12.4,-0.13,4.25
1306.0,5.71,10.75,-0.26,4.24
1309.0,6.02,10.23,-0.15,4.25
1311.0,6.4,9.83,0.45,4.24
1314.0,6.84,9.4,0.91,4.24
1316.0,7.57,9.14,1.03,4.25
1319.0,8.29,8.67,1.33,4.22
1321.0,8.88,8.44,1.11,4.24
1324.0,9.43,8.26,0.98,4.24
1326.0,9.86,7.92,0.88,4.24
1329.0,10.19,7.45,0.59,4.25
1331.0,10.36,7.05,0.74,4.24
1334.0,10.45,6.45,0.69,4.25
1336.0,10.36,6.05,0.63,4.24
1339.0,10.29,5.53,0.57,4.25
1341.0,10.24,5.23,0.78,4.25
1344.0,10.22,4.86,0.93,4.25
1346.0,10.28,4.51,0.52,4.25
1349.0,10.13,4.08,0.32,4.24
1351.0,10.02,3.74,0.2,4.22
1354.0,9.85,3.37,0.21,4.25
1356.0,9.85,3.11,0.21,4.25
1359.0,9.9,2.83,0.14,4.22
1361.0,9.9,2.6,0.11,4.24
1364.0,9.94,2.54,0.11,4.25
1366.0,9.97,2.34,0.27,4.25
1369.0,9.99,2.22,0.4,4.25
1371.0,10.05,2.21,0.5,4.24
1374.0,9.96,2.13,0.49,4.24
1376.0,9.94,2.01,0.44,4.24
1379.0,9.88,1.89,0.57,4.24
1381.0,9.75,1.8,0.59,4.24
1384.0,9.72,1.72,0.6,4.22
1386.0,9.63,1.64,0.77,4.19
1389.0,9.51,1.45,0.9,4.2
1391.0,9.47,1.17,0.9,4.25
1394.0,9.38,1.02,1.17,4.24
1396.0,9.38,0.85,1.43,4.25
1399.0,9.35,0.7,1.93,4.25
1401.0,9.23,0.47,2.2,4.25
1404.0,9.1,0.11,2.44,4.24
1406.0,8.98,-0.18,2.42,4.25
1409.0,8.7,-0.46,2.48,4.24
1411.0,8.53,-0.78,2.69,4.25
1414.0,8.25,-1.06,2.8,4.24
1416.0,8.1,-1.42,2.94,4.24
1419.0,7.91,-1.61,3.17,4.24
1421.0,7.72,-1.86,3.32,4.24
1424.0,7.62,-2.1,3.68,4.25
1426.0,7.63,-2.26,3.88,4.24
1436.0,7.23,-2.56,3.98,4.25
1439.0,7.2,-2.63,4.09,4.24
1441.0,7.16,-2.69,4.19,4.24
1444.0,7.27,-2.73,4.07,4.25
1446.0,7.47,-2.79,4.01,4.24
1449.0,7.66,-2.94,4.03,4.25
1451.0,7.92,-3.09,4.14,4.25
1454.0,8.13,-3.18,4.36,4.25
1456.0,8.2,-3.12,4.71,4.25
1459.0,8.15,-3.15,4.9,4.25
1461.0,8.14,-3.11,5.18,4.22
1464.0,7.91,-3.08,5.29,4.25
1466.0,7.71,-3.1,5.36,4.25
1469.0,7.3,-3.21,5.39,4.24
1471.0,7.0,-3.17,5.34,4.25
1474.0,6.73,-3.12,5.25,4.24
1476.0,6.36,-3.02,5.19,4.24
1479.0,6.05,-2.93,5.05,4.25
1481.0,5.88,-2.87,5.01,4.25
1484.0,5.7,-2.84,4.98,4.24
1486.0,5.62,-2.84,5.03,4.24
1489.0,5.57,-2.82,5.27,4.21
1491.0,5.57,-2.93,5.55,4.25
1494.0,5.68,-3.07,5.72,4.24
1496.0,5.83,-3.28,6.09,4.24
1499.0,5.97,-3.4,6.15,4.24
1501.0,6.09,-3.5,6.6,4.27
1504.0,6.34,-3.64,6.99,4.24
1506.0,6.44,-3.82,7.38,4.22
1509.0,6.56,-4.01,7.59,4.24
1511.0,6.61,-4.17,7.48,4.25
1514.0,6.56,-4.2,7.64,4.24
1516.0,6.47,-4.18,7.52,4.25
1519.0,6.46,-4.22,7.86,4.25
1521.0,6.39,-4.15,8.19,4.27
1524.0,6.28,-3.94,8.34,4.25
1526.0,6.04,-3.83,8.27,4.25
1529.0,5.69,-3.61,8.07,4.25
1531.0,5.37,-3.41,8.35,4.23
1541.0,3.85,-6.13,9.84,4.25
1544.0,5.1,-5.59,12.76,4.27
1546.0,4.34,-5.17,7.17,4.24
1549.0,4.69,-3.63,7.14,4.24
1551.0,4.58,-2.48,8.77,4.25
1554.0,4.0,-1.92,8.69,4.27
1556.0,6.0,3.65,-2.18,4.25
1559.0,4.59,-0.88,11.95,4.25
1561.0,3.08,-2.65,8.6,4.24
1564.0,1.86,-3.11,6.93,4.22
1566.0,1.76,-2.77,9.27,4.24
1569.0,2.76,-3.21,10.47,4.25
1571.0,4.1,-1.03,11.31,4.25
1574.0,4.66,-4.05,10.28,4.24
1576.0,4.44,-4.31,8.55,4.24
1579.0,3.8,-2.81,8.5,4.25
1581.0,3.73,-3.43,10.51,4.25
1584.0,3.19,-2.09,8.51,4.24
1586.0,3.31,-1.78,10.64,4.24
1589.0,3.33,-1.76,11.05,4.24
1591.0,3.24,-2.61,9.75,4.2
1594.0,3.33,-1.86,9.31,4.24
1596.0,3.16,-2.25,8.76,4.25
1599.0,3.3,-2.68,9.56,4.24
1601.0,3.32,-2.69,10.29,4.24
1604.0,3.37,-2.59,10.09,4.25
1606.0,3.47,-2.79,10.22,4.24
1609.0,3.42,-2.78,10.32,4.25
1611.0,3.31,-2.89,10.21,4.24
1614.0,3.37,-2.56,10.16,4.25
1616.0,3.2,-2.56,10.47,4.24
1619.0,3.13,-2.48,10.46,4.25
1629.0,2.95,-2.57,10.41,4.27
1631.0,3.18,-2.69,10.76,4.24
1634.0,3.05,-2.74,11.21,4.22
1636.0,3.2,-2.68,10.35,4.24
1639.0,3.27,-2.64,10.48,4.24
1641.0,3.32,-2.84,11.1,4.24
1644.0,3.1,-2.79,10.46,4.24
1646.0,3.08,-2.81,10.38,4.25
1649.0,3.1,-2.86,10.88,4.25
1651.0,3.11,-2.69,10.79,4.24
1654.0,3.01,-2.67,10.81,4.24
1656.0,3.12,-2.53,10.88,4.24
1659.0,3.24,-2.63,11.02,4.24
1661.0,3.19,-2.53,10.75,4.24
1664.0,3.2,-2.62,10.75,4.24
1666.0,2.49,-1.9,10.92,4.22
1669.0,2.98,-2.96,10.36,4.24
1671.0,3.02,-2.19,10.51,4.24
1674.0,2.79,-2.2,10.38,4.24
1676.0,2.53,-2.42,9.61,4.24
1679.0,2.48,-2.59,9.73,4.24
1681.0,2.34,-2.25,10.19,4.24
1684.0,2.19,-2.42,9.67,4.24
1686.0,2.19,-2.6,9.6,4.25
1689.0,2.2,-2.58,9.36,4.24
1691.0,2.23,-2.26,9.08,4.24
1694.0,2.16,-2.25,9.48,4.2
1696.0,2.34,-2.02,8.5,4.24
1699.0,2.27,-2.01,9.56,4.24
1701.0,2.37,-1.95,8.81,4.25
1711.0,2.35,-1.95,9.13,4.25
1714.0,2.43,-1.89,9.06,4.25
1716.0,2.33,-1.95,9.04,4.24
1719.0,2.35,-2.03,8.94,4.24
1721.0,2.28,-2.1,8.78,4.25
1724.0,2.22,-2.24,8.69,4.25
1726.0,2.27,-2.25,8.72,4.24
1729.0,2.17,-2.4,8.71,4.25
1731.0,2.13,-2.42,8.62,4.24
1734.0,2.14,-2.45,8.69,4.25
1736.0,2.12,-2.48,8.7,4.25
1739.0,2.14,-2.46,8.75,4.25
1741.0,2.16,-2.59,8.85,4.25
1744.0,2.24,-2.48,8.92,4.25
1746.0,2.21,-2.5,8.83,4.24
1749.0,2.17,-2.55,8.91,4.24
