Acc conf(10), Acc range(2), Power conf(1), Power ctrl(4), Dummy(2)
289.0,1.43,7.1,7.28,4.21
291.0,1.39,7.01,7.22,4.19
294.0,1.35,7.06,7.29,4.19
296.0,1.45,7.02,7.27,4.21
299.0,1.43,6.99,7.24,4.22
301.0,1.44,6.98,7.25,4.22
304.0,1.48,7.05,7.2,4.2
306.0,1.53,6.98,7.17,4.21
309.0,1.55,6.98,7.21,4.19
311.0,1.61,6.97,7.21,4.19
314.0,1.61,6.99,7.23,4.19
316.0,1.66,6.97,7.24,4.2
319.0,1.65,7.02,7.31,4.22
321.0,1.72,6.97,7.34,4.19
324.0,1.68,7.02,7.26,4.17
326.0,1.62,6.96,7.29,4.19
329.0,1.59,7.01,7.17,4.19
331.0,1.55,6.99,7.22,4.22
334.0,1.54,6.97,7.23,4.19
336.0,1.52,6.95,7.19,4.19
339.0,1.53,6.96,7.18,4.2
341.0,1.39,6.99,7.25,4.2
344.0,1.43,6.92,7.28,4.19
346.0,1.34,6.91,7.17,4.2
349.0,1.25,6.89,7.22,4.19
351.0,1.32,6.95,7.2,4.17
354.0,1.34,6.95,7.23,4.19
356.0,1.28,6.97,7.1,4.19
359.0,1.37,6.98,7.12,4.2
361.0,1.22,6.93,7.07,4.2
364.0,1.27,6.85,7.02,4.22
366.0,1.31,6.77,7.12,4.2
369.0,1.36,6.76,7.2,4.2
371.0,1.33,6.76,7.16,4.22
374.0,1.38,6.85,7.12,4.19
376.0,1.34,6.74,7.17,4.19
379.0,1.39,6.8,7.12,4.2
381.0,1.43,6.73,7.19,4.17
384.0,1.47,6.7,7.11,4.2
386.0,1.45,6.67,7.17,4.19
389.0,1.43,6.71,7.11,4.19
391.0,1.37,6.67,7.07,4.19
394.0,1.36,6.6,7.13,4.19
396.0,1.32,6.75,7.07,4.19
399.0,1.42,6.72,7.11,4.2
401.0,1.37,6.61,7.08,4.19
404.0,1.4,6.56,6.98,4.2
406.0,1.39,6.56,7.09,4.2
409.0,1.4,6.6,7.0,4.2
411.0,1.3,6.65,6.88,4.22
414.0,1.35,6.63,6.95,4.2
416.0,1.32,6.74,6.85,4.19
419.0,1.36,6.67,6.95,4.22
421.0,1.35,6.68,6.94,4.2
424.0,1.33,6.65,6.94,4.21
426.0,1.41,6.72,6.99,4.17
429.0,1.39,6.72,6.94,4.19
431.0,1.42,6.69,6.88,4.2
434.0,1.44,6.66,6.91,4.19
436.0,1.38,6.7,6.84,4.2
439.0,1.4,6.69,6.92,4.2
441.0,1.38,6.75,6.95,4.19
444.0,1.41,6.68,6.98,4.19
446.0,1.42,6.72,7.0,4.19
449.0,1.54,6.72,6.97,4.19
451.0,1.48,6.75,6.98,4.2
453.0,1.43,6.69,6.93,4.17
456.0,1.55,6.75,6.96,4.19
458.0,1.48,6.74,6.86,4.2
461.0,1.54,6.83,7.03,4.2
463.0,1.47,6.78,6.93,4.19
466.0,1.62,6.84,7.02,4.2
468.0,1.54,6.8,7.01,4.2
471.0,1.5,6.91,7.05,4.22
473.0,1.5,6.9,7.0,4.19
476.0,1.51,6.92,7.01,4.19
478.0,1.46,7.0,6.98,4.2
481.0,1.45,6.92,7.05,4.19
483.0,1.47,6.98,6.97,4.2
486.0,1.42,6.94,6.9,4.2
488.0,1.44,6.94,6.91,4.2
491.0,1.53,6.97,6.84,4.2
493.0,1.46,7.03,6.93,4.2
496.0,1.45,7.01,6.89,4.2
498.0,1.56,6.96,6.86,4.2
501.0,1.63,7.01,6.96,4.2
503.0,1.68,6.97,6.96,4.19
506.0,1.71,7.02,6.96,4.22
508.0,1.83,7.02,6.92,4.2
511.0,1.85,7.05,6.84,4.2
513.0,1.84,6.99,6.82,4.19
516.0,1.85,6.98,6.84,4.2
518.0,1.9,6.97,6.89,4.19
521.0,2.02,6.98,6.67,4.19
523.0,1.86,7.04,6.73,4.2
526.0,1.97,6.99,6.73,4.22
528.0,1.95,7.02,6.73,4.19
531.0,1.84,7.14,6.72,4.2
533.0,1.83,7.14,6.72,4.19
536.0,1.77,7.08,6.89,4.22
538.0,1.71,7.21,6.74,4.19
541.0,1.8,7.22,6.85,4.2
543.0,1.76,7.26,6.86,4.19
546.0,1.75,7.24,6.96,4.19
548.0,1.77,7.23,7.03,4.2
551.0,1.66,7.25,7.03,4.19
553.0,1.65,7.3,7.09,4.19
556.0,1.75,7.39,7.16,4.17
558.0,1.64,7.47,7.32,4.2
561.0,1.67,7.49,7.27,4.2
563.0,1.53,7.56,7.19,4.22
566.0,1.55,7.6,7.26,4.2
568.0,1.42,7.57,7.3,4.2
571.0,1.34,7.58,7.33,4.19
573.0,1.38,7.56,7.39,4.19
576.0,1.33,7.54,7.43,4.2
578.0,1.29,7.5,7.38,4.19
581.0,1.28,7.42,7.49,4.19
583.0,1.18,7.39,7.46,4.19
586.0,1.23,7.39,7.44,4.19
588.0,1.18,7.33,7.44,4.19
591.0,1.12,7.31,7.43,4.19
593.0,1.13,7.23,7.46,4.19
596.0,1.22,7.23,7.49,4.2
598.0,1.14,7.09,7.49,4.19
601.0,1.23,7.04,7.47,4.19
603.0,1.22,7.0,7.45,4.22
606.0,1.21,6.85,7.43,4.2
608.0,1.3,6.84,7.47,4.2
611.0,1.28,6.72,7.34,4.19
613.0,1.27,6.69,7.39,4.19
616.0,1.22,6.66,7.37,4.2
618.0,1.24,6.63,7.36,4.2
621.0,1.32,6.52,7.39,4.2
623.0,1.27,6.55,7.41,4.19
626.0,1.42,6.53,7.41,4.2
628.0,1.38,6.53,7.49,4.2
631.0,1.43,6.57,7.64,4.19
633.0,1.53,6.57,7.64,4.17
636.0,1.6,6.57,7.81,4.2
638.0,1.79,6.67,7.82,4.2
641.0,1.8,6.7,7.75,4.2
643.0,1.84,6.72,7.78,4.2
646.0,1.97,6.73,7.92,4.19
648.0,1.82,6.71,8.0,4.19
651.0,1.75,6.76,8.09,4.19
653.0,1.71,6.76,8.04,4.19
656.0,1.62,6.86,8.01,4.19
658.0,1.66,6.89,8.07,4.19
661.0,1.64,6.8,8.07,4.22
663.0,1.7,6.9,8.03,4.19
666.0,1.89,6.86,8.18,4.2
668.0,2.01,7.01,8.21,4.21
670.0,2.22,7.02,8.24,4.2
673.0,2.3,7.05,8.29,4.19
676.0,2.41,7.03,8.37,4.2
678.0,2.49,7.0,8.48,4.22
680.0,2.56,7.01,8.44,4.22
683.0,2.61,6.91,8.48,4.19
685.0,2.7,6.89,8.49,4.2
688.0,2.74,6.81,8.52,4.2
690.0,2.7,6.77,8.46,4.2
693.0,2.8,6.75,8.56,4.2
695.0,2.89,6.8,8.54,4.22
698.0,2.89,6.72,8.53,4.2
700.0,2.98,6.69,8.56,4.22
703.0,2.98,6.66,8.62,4.2
705.0,3.02,6.67,8.52,4.22
708.0,3.04,6.59,8.57,4.19
710.0,3.06,6.59,8.54,4.19
713.0,3.1,6.56,8.54,4.21
715.0,3.13,6.55,8.48,4.19
718.0,3.11,6.54,8.45,4.2
720.0,3.2,6.51,8.46,4.19
723.0,3.15,6.53,8.35,4.19
725.0,3.13,6.61,8.34,4.19
728.0,3.15,6.63,8.33,4.2
730.0,3.23,6.74,8.36,4.22
733.0,3.19,6.68,8.23,4.19
735.0,3.26,6.66,8.19,4.18
738.0,3.25,6.77,8.1,4.2
740.0,3.26,6.75,8.16,4.2
743.0,3.37,6.66,8.24,4.2
745.0,3.32,6.64,8.25,4.2
748.0,3.33,6.7,8.16,4.2
750.0,3.38,6.7,8.13,4.2
753.0,3.29,6.61,8.17,4.2
755.0,3.33,6.71,8.16,4.19
758.0,3.29,6.74,8.09,4.19
760.0,3.3,6.63,8.12,4.17
763.0,3.16,6.67,8.16,4.19
765.0,3.25,6.67,8.1,4.19
768.0,3.2,6.65,8.06,4.19
770.0,3.14,6.7,8.02,4.19
773.0,2.98,6.6,7.94,4.19
775.0,2.84,6.55,7.91,4.19
778.0,2.74,6.61,7.92,4.19
780.0,2.63,6.55,7.89,4.2
783.0,2.58,6.62,8.01,4.19
785.0,2.52,6.53,7.91,4.21
788.0,2.42,6.5,7.93,4.2
790.0,2.41,6.42,7.98,4.22
793.0,2.29,6.32,7.88,4.19
795.0,2.22,6.34,7.87,4.19
798.0,2.2,6.33,7.74,4.2
800.0,2.11,6.21,7.73,4.2
803.0,2.16,6.13,7.72,4.2
805.0,2.1,6.16,7.79,4.2
808.0,2.09,6.17,7.71,4.19
810.0,2.12,6.1,7.74,4.2
813.0,2.06,6.11,7.87,4.19
815.0,2.06,6.21,7.73,4.18
818.0,2.06,6.14,7.79,4.19
820.0,1.97,6.17,7.78,4.19
823.0,1.97,6.2,7.8,4.2
825.0,1.94,6.13,8.17,4.22
828.0,1.89,6.21,7.6,4.2
830.0,1.8,6.06,8.0,4.2
833.0,1.81,6.04,8.03,4.2
835.0,1.76,6.0,8.22,4.19
838.0,1.78,6.08,8.37,4.17
840.0,1.83,6.14,8.39,4.2
843.0,1.88,6.19,8.5,4.2
845.0,1.86,6.21,8.66,4.19
848.0,1.87,6.32,8.62,4.22
850.0,1.82,6.32,8.61,4.2
853.0,1.84,6.43,8.63,4.21
855.0,1.73,6.57,8.66,4.2
858.0,1.79,6.64,8.67,4.22
860.0,1.75,6.71,8.71,4.2
863.0,1.79,6.81,8.67,4.17
865.0,1.89,6.87,8.6,4.19
868.0,1.92,6.97,8.53,4.21
870.0,2.0,7.0,8.57,4.19
873.0,2.03,7.22,8.51,4.19
875.0,2.21,7.23,8.63,4.22
878.0,2.28,7.37,8.55,4.19
880.0,2.37,7.36,8.52,4.2
883.0,2.39,7.56,8.53,4.2
893.0,2.35,7.76,8.62,4.19
895.0,2.31,7.83,8.69,4.19
898.0,2.15,7.86,8.82,4.19
900.0,2.23,7.88,9.12,4.19
903.0,2.22,8.05,9.28,4.2
905.0,2.31,8.13,9.38,4.2
907.0,2.46,8.28,9.59,4.19
910.0,2.52,8.33,9.62,4.19
912.0,2.66,8.48,9.76,4.19
915.0,2.73,8.74,9.81,4.22
917.0,2.76,8.84,9.93,4.2
920.0,2.85,8.99,9.94,4.19
922.0,2.96,8.99,10.21,4.22
925.0,3.09,9.15,10.23,4.2
927.0,3.35,9.27,10.27,4.22
930.0,3.45,9.39,10.39,4.2
932.0,3.72,9.46,10.45,4.22
935.0,3.97,9.58,10.5,4.2
937.0,4.4,9.66,10.48,4.19
940.0,4.8,9.78,10.56,4.16
942.0,5.36,9.72,10.56,4.19
945.0,5.94,9.73,10.38,4.19
947.0,6.51,9.63,10.32,4.19
950.0,7.12,9.49,10.39,4.19
952.0,7.73,9.31,10.45,4.2
955.0,8.32,9.18,10.26,4.2
957.0,8.95,8.87,10.4,4.22
960.0,9.15,8.48,10.34,4.2
962.0,9.33,8.5,9.81,4.2
965.0,9.34,7.99,9.8,4.2
967.0,9.44,7.85,10.31,4.19
970.0,9.72,7.4,10.35,4.19
972.0,9.84,7.23,10.06,4.2
975.0,9.9,7.05,9.69,4.19
977.0,9.71,7.04,9.59,4.19
980.0,9.52,6.96,9.36,4.19
982.0,9.22,7.08,9.41,4.19
985.0,9.1,7.03,9.39,4.19
987.0,9.01,7.08,9.35,4.2
990.0,9.05,7.25,9.87,4.19
992.0,8.79,7.15,9.14,4.2
995.0,9.05,7.58,10.03,4.2
997.0,8.91,7.63,9.47,4.2
1000.0,8.67,8.21,9.07,4.19
1002.0,8.52,8.38,8.53,4.22
1005.0,8.36,8.62,8.82,4.19
1007.0,8.37,8.94,8.69,4.21
1010.0,7.97,9.31,7.7,4.2
1012.0,8.05,9.5,8.49,4.2
1015.0,7.56,9.79,6.84,4.2
1017.0,7.2,10.21,6.58,4.19
1020.0,7.43,10.04,8.67,4.2
1022.0,8.05,10.04,9.05,4.19
1025.0,8.47,9.92,8.28,4.2
1027.0,8.68,9.85,7.55,4.2
1030.0,8.58,9.63,7.48,4.19
1032.0,8.52,9.44,7.59,4.2
1035.0,8.32,9.26,7.02,4.19
1037.0,7.99,9.13,6.43,4.19
1040.0,7.81,9.01,6.56,4.19
1042.0,7.76,8.97,6.78,4.15
1045.0,7.65,9.05,6.47,4.2
1047.0,7.6,9.12,6.27,4.2
1050.0,7.3,9.33,5.92,4.22
1052.0,7.19,9.45,5.83,4.22
1055.0,6.92,9.72,5.72,4.2
1057.0,6.66,9.87,5.67,4.2
1060.0,6.22,10.13,5.35,4.2
1062.0,5.8,10.39,5.25,4.21
1065.0,5.3,10.65,5.21,4.19
1067.0,4.9,10.87,5.1,4.19
1070.0,4.52,11.21,5.22,4.2
1072.0,4.38,11.44,5.21,4.2
1075.0,4.31,11.69,5.35,4.2
1085.0,3.97,12.48,5.51,4.2
1087.0,3.8,12.62,5.56,4.19
1090.0,3.66,12.68,5.58,4.19
1092.0,3.3,12.83,5.35,4.19
1095.0,2.72,12.99,5.0,4.2
1097.0,2.11,13.08,4.63,4.2
1100.0,1.73,13.19,4.57,4.19
1102.0,1.22,13.0,3.89,4.2
1105.0,1.14,12.78,4.61,4.22
1107.0,1.34,12.55,5.5,4.19
1110.0,1.09,12.35,5.33,4.19
1112.0,1.62,12.26,5.23,4.19
1115.0,1.44,12.14,3.59,4.2
1117.0,0.97,12.15,3.88,4.2
1120.0,0.68,11.92,5.73,4.19
1122.0,0.97,11.45,6.12,4.2
1125.0,1.13,11.34,5.59,4.19
1127.0,1.16,11.1,5.51,4.19
1129.0,2.53,10.82,9.37,4.22
1132.0,2.12,10.7,6.73,4.19
1134.0,1.46,10.49,3.54,4.19
1137.0,0.4,10.24,4.6,4.2
1139.0,0.13,9.92,6.4,4.2
1142.0,-0.04,9.81,5.76,4.19
1145.0,0.2,9.88,5.55,4.15
1147.0,0.71,10.01,5.88,4.19
1149.0,1.25,10.19,6.32,4.2
1152.0,1.52,10.44,5.87,4.2
1154.0,1.68,10.53,5.53,4.19
1157.0,1.77,10.33,5.75,4.2
1159.0,1.95,9.99,6.13,4.19
1162.0,2.09,9.64,6.29,4.19
1164.0,2.66,9.37,6.69,4.19
1167.0,3.35,9.19,6.65,4.19
1169.0,3.96,8.97,6.39,4.19
1172.0,4.72,8.85,6.37,4.19
1174.0,5.3,9.01,5.6,4.2
1177.0,4.86,8.78,3.34,4.2
1179.0,5.02,8.43,5.38,4.2
1182.0,5.22,8.09,5.23,4.2
1184.0,5.57,7.87,4.19,4.19
1187.0,5.76,7.61,3.07,4.19
1189.0,5.72,7.08,2.28,4.19
1192.0,5.44,6.35,2.1,4.19
1194.0,5.43,4.94,1.95,4.19
1197.0,5.89,2.67,4.69,4.19
1207.0,4.85,-5.32,23.53,4.19
1209.0,3.69,-0.91,19.71,4.19
1212.0,3.23,4.95,13.9,4.19
1214.0,2.57,9.47,8.89,4.2
1217.0,1.82,12.11,4.73,4.22
1219.0,1.51,12.34,0.86,4.2
1222.0,1.42,10.4,-4.3,4.19
1224.0,1.19,7.57,-6.78,4.2
1227.0,1.97,4.58,-6.79,4.2
1229.0,1.9,1.8,-11.64,4.22
1232.0,3.76,-0.98,-11.11,4.17
1234.0,4.04,-3.8,-9.26,4.19
1237.0,3.96,-5.73,-10.62,4.2
1239.0,3.61,-6.11,-9.81,4.19
1242.0,3.31,-5.24,-6.91,4.22
1244.0,3.08,-4.81,-5.7,4.19
1247.0,3.48,-6.31,-4.49,4.19
1249.0,3.63,-7.08,-2.47,4.19
1252.0,2.6,-7.39,-1.64,4.19
1254.0,-2.25,1.94,0.73,4.19
1257.0,-1.9,-3.17,1.06,4.2
1259.0,-0.8,-6.25,-0.06,4.19
1262.0,-1.07,-10.34,3.16,4.2
1264.0,-2.01,-12.86,4.27,4.22
1267.0,-2.6,-13.91,4.92,4.2
1269.0,-3.26,-13.66,6.17,4.19
1272.0,-3.47,-10.96,9.18,4.19
1274.0,-3.37,-6.72,10.6,4.2
1284.0,1.19,3.0,9.82,4.19
1287.0,1.86,2.94,7.6,4.19
1289.0,2.38,2.2,6.98,4.19
1292.0,3.2,0.31,7.6,4.19
1294.0,4.45,-1.22,8.34,4.2
1297.0,5.7,-2.68,4.83,4.19
1299.0,6.23,-3.0,1.53,4.19
1302.0,4.77,-2.62,-5.74,4.19
1304.0,6.26,-0.99,-2.08,4.2
1307.0,5.66,-1.08,0.44,4.2
1309.0,6.49,-1.17,2.09,4.2
1312.0,5.81,-2.38,1.07,4.2
1314.0,4.71,-3.19,-2.57,4.2
1317.0,4.12,-4.3,-1.75,4.2
1319.0,4.59,-5.45,0.5,4.2
1322.0,5.54,-6.16,2.42,4.19
1324.0,5.88,-6.26,1.24,4.21
1327.0,5.89,-6.09,0.69,4.19
1329.0,5.95,-5.31,1.33,4.22
1332.0,4.0,-5.44,-2.75,4.21
1334.0,3.8,-3.95,-0.31,4.2
1337.0,3.25,-3.42,1.52,4.21
1339.0,3.74,-3.15,6.05,4.19
1342.0,3.98,-3.94,5.41,4.2
1344.0,4.4,-4.63,4.32,4.2
1347.0,3.99,-4.95,3.88,4.19
1349.0,3.25,-4.94,4.08,4.16
1351.0,2.37,-4.82,4.39,4.17
1354.0,1.74,-4.81,4.57,4.2
1356.0,1.38,-4.6,4.91,4.2
1359.0,1.31,-4.56,5.96,4.19
1361.0,1.45,-4.28,7.02,4.19
1364.0,1.52,-3.76,6.45,4.19
1366.0,2.06,-3.45,5.33,4.2
1369.0,2.65,-3.14,5.52,4.19
1379.0,6.33,-5.13,5.41,4.19
1381.0,6.38,-5.28,3.02,4.19
1384.0,4.2,-5.36,-2.31,4.2
1386.0,2.19,-4.98,-5.02,4.19
1389.0,0.83,-6.07,1.81,4.2
1391.0,0.22,-6.47,1.58,4.2
1394.0,0.23,-6.85,1.32,4.22
1396.0,0.78,-6.79,2.14,4.19
1399.0,1.38,-6.49,3.62,4.2
1401.0,1.57,-6.07,3.53,4.19
1404.0,1.26,-5.7,3.18,4.19
1406.0,0.49,-5.59,2.83,4.19
1409.0,3.54,-20.61,30.1,4.19
1411.0,-1.18,-4.86,-11.73,4.19
1414.0,-1.76,-3.65,7.27,4.19
1416.0,-2.39,-4.34,7.14,4.19
1419.0,-1.39,-4.92,5.61,4.2
1421.0,-1.18,-4.85,3.5,4.2
1424.0,-0.38,-4.96,6.41,4.19
1426.0,1.04,-4.34,8.05,4.2
1429.0,2.72,-4.57,9.98,4.2
1431.0,1.88,-2.98,7.39,4.19
1434.0,1.14,-3.63,-7.13,4.19
1436.0,5.48,-2.54,4.87,4.19
1439.0,5.03,-3.84,7.78,4.2
1441.0,5.22,-3.56,5.89,4.19
1444.0,3.61,-4.19,5.86,4.2
1446.0,5.14,-4.77,2.51,4.2
1449.0,5.94,-5.41,3.16,4.2
1451.0,6.21,-5.86,4.72,4.17
1454.0,6.96,-6.59,4.52,4.21
1456.0,6.51,-6.33,4.84,4.19
1466.0,7.48,-8.99,4.15,4.2
1469.0,7.42,-9.43,3.74,4.2
1471.0,7.82,-9.92,4.43,4.2
1474.0,7.36,-10.18,3.67,4.17
1476.0,6.91,-10.47,2.56,4.19
1479.0,6.07,-10.52,1.08,4.17
1481.0,5.34,-10.73,1.72,4.2
1484.0,4.42,-10.89,1.87,4.2
1486.0,3.94,-10.92,2.21,4.2
1489.0,2.27,-10.81,-0.33,4.19
1491.0,2.84,-10.32,2.0,4.2
1494.0,3.59,-10.34,3.27,4.2
1496.0,4.87,-10.37,4.18,4.2
1499.0,5.02,-9.93,4.73,4.2
1501.0,5.27,-9.06,4.21,4.19
1504.0,5.86,-8.48,2.97,4.2
1506.0,6.31,-8.15,1.77,4.21
1509.0,7.17,-8.46,1.74,4.2
1511.0,8.29,-8.92,2.14,4.2
1514.0,9.31,-9.12,3.3,4.2
1516.0,10.97,-9.56,1.98,4.2
1519.0,13.57,-10.61,1.12,4.2
1521.0,15.44,-11.48,1.17,4.2
1524.0,15.85,-11.05,1.55,4.19
1526.0,16.57,-11.72,1.49,4.2
1529.0,16.16,-11.33,0.58,4.2
1531.0,16.95,-12.09,0.24,4.19
1541.0,17.84,-11.1,1.71,4.2
1544.0,13.62,-9.79,-0.69,4.2
1546.0,14.37,-10.55,-0.96,4.19
1549.0,12.66,-9.91,1.0,4.22
1551.0,11.92,-9.38,0.26,4.19
1554.0,10.81,-8.87,-0.2,4.17
1556.0,9.93,-7.93,0.42,4.19
1559.0,9.27,-7.13,1.08,4.2
1561.0,8.85,-6.55,0.99,4.2
1564.0,8.39,-6.22,0.2,4.2
1566.0,8.07,-6.23,-0.26,4.19
1569.0,7.7,-6.52,-0.54,4.19
1571.0,7.24,-6.76,-0.85,4.22
1574.0,6.78,-7.06,-1.09,4.19
1576.0,6.29,-7.36,-1.23,4.19
1578.0,5.28,-7.41,-2.98,4.2
1581.0,4.33,-7.11,-4.07,4.19
1583.0,4.0,-7.05,-3.44,4.19
1586.0,3.91,-6.92,-2.23,4.22
1588.0,7.75,-7.17,6.79,4.2
1591.0,6.83,-7.14,2.81,4.19
1593.0,8.33,-6.93,-0.53,4.19
1596.0,8.88,-7.05,-4.76,4.2
1598.0,9.61,-7.55,-2.51,4.22
1601.0,8.93,-7.81,-1.14,4.19
1603.0,8.94,-8.55,-0.74,4.19
1613.0,12.26,-6.44,-14.62,4.2
1616.0,16.7,-8.7,2.46,4.2
1618.0,14.88,-8.81,-0.28,4.19
1621.0,14.49,-8.43,5.2,4.2
1623.0,13.79,-8.06,2.24,4.2
1626.0,13.17,-7.6,2.46,4.2
1628.0,12.54,-7.19,2.58,4.2
1631.0,10.84,-6.44,0.56,4.2
1633.0,8.91,-6.52,-1.73,4.19
1636.0,9.1,-6.09,0.78,4.22
1638.0,8.69,-5.82,2.87,4.2
1641.0,8.77,-5.47,3.36,4.19
1643.0,9.36,-5.16,2.3,4.22
1646.0,10.07,-4.6,2.25,4.22
1648.0,9.86,-4.44,1.29,4.2
1651.0,9.12,-4.79,1.08,4.22
1653.0,8.13,-5.28,1.18,4.2
1656.0,7.16,-5.83,1.03,4.17
1658.0,5.98,-5.88,0.62,4.2
1661.0,5.3,-5.74,1.1,4.19
1663.0,5.27,-5.23,2.2,4.2
1666.0,5.29,-4.43,3.68,4.2
1668.0,5.54,-3.82,4.7,4.19
1671.0,5.61,-2.96,4.77,4.17
1673.0,6.25,-2.19,4.68,4.15
1676.0,6.31,-2.29,3.78,4.17
1678.0,6.86,-1.9,5.21,4.19
1681.0,6.53,-1.7,3.28,4.2
1683.0,6.4,-1.44,3.97,4.17
1686.0,6.79,-1.24,6.16,4.2
1688.0,7.73,-1.15,7.36,4.2
1691.0,8.9,-0.65,7.93,4.2
1693.0,10.07,-0.23,7.8,4.19
1703.0,12.42,-1.3,7.29,4.2
1706.0,12.32,-2.15,7.46,4.19
1708.0,12.09,-3.22,7.68,4.21
1711.0,-5.01,39.92,12.19,4.2
1713.0,16.24,-10.27,-42.95,4.19
1716.0,15.83,-17.65,24.97,4.2
1718.0,13.66,-13.21,-1.02,4.19
1721.0,13.25,-12.29,7.53,4.19
1723.0,11.09,-7.99,5.79,4.19
1726.0,9.66,-6.05,5.51,4.19
1728.0,9.92,-3.77,7.67,4.2
1731.0,10.58,-1.56,6.25,4.2
1733.0,13.24,-3.99,15.08,4.19
1736.0,11.21,-3.08,0.56,4.22
1738.0,11.96,-2.11,8.97,4.19
