Acc conf(10), Acc range(2), Power conf(1), Power ctrl(4), Dummy(2)
533.0,-1.09,9.8,1.65,4.25
535.0,-1.16,9.83,1.71,4.24
538.0,-1.12,9.77,1.73,4.24
540.0,-1.17,9.82,1.78,4.25
543.0,-1.2,9.93,1.79,4.24
545.0,-1.05,9.77,1.77,4.25
548.0,-1.12,9.84,1.82,4.24
550.0,-1.08,9.9,1.84,4.25
553.0,-1.07,9.88,1.83,4.25
555.0,-0.99,9.86,1.96,4.25
558.0,-0.91,9.92,1.96,4.25
560.0,-0.8,9.9,2.05,4.25
563.0,-0.79,9.88,2.01,4.25
565.0,-0.74,9.87,2.05,4.24
568.0,-0.69,9.89,2.09,4.24
570.0,-0.75,9.83,2.0,4.25
573.0,-0.66,9.81,2.01,4.22
575.0,-0.72,9.85,2.03,4.25
578.0,-0.68,9.86,2.03,4.25
580.0,-0.69,9.88,2.0,4.24
583.0,-0.67,9.86,1.98,4.25
585.0,-0.63,9.93,1.98,4.25
593.0,-0.62,9.91,2.07,4.24
595.0,-0.5,9.98,2.15,4.27
598.0,-0.58,10.0,2.09,4.25
600.0,-0.5,10.1,2.17,4.2
603.0,-0.52,10.1,2.2,4.24
605.0,-0.57,10.17,2.15,4.25
608.0,-0.62,10.15,2.13,4.24
610.0,-0.62,10.17,2.27,4.24
613.0,-0.61,10.21,2.16,4.25
615.0,-0.67,10.13,2.1,4.24
618.0,-0.63,10.14,2.09,4.25
620.0,-0.76,10.1,2.17,4.2
623.0,-0.74,10.09,2.16,4.24
625.0,-0.74,10.02,2.09,4.25
628.0,-0.74,10.03,2.07,4.25
630.0,-0.78,10.05,2.11,4.25
633.0,-0.76,10.07,2.09,4.24
635.0,-0.77,10.04,2.05,4.25
638.0,-0.69,10.0,2.03,4.25
640.0,-0.64,9.98,2.02,4.25
643.0,-0.64,9.99,2.04,4.24
645.0,-0.55,10.0,2.06,4.24
648.0,-0.53,9.97,2.07,4.24
650.0,-0.44,10.0,2.02,4.25
653.0,-0.42,10.04,2.0,4.2
655.0,-0.5,9.82,1.94,4.22
658.0,-0.37,10.09,2.01,4.22
660.0,-0.31,10.03,1.98,4.2
663.0,-0.36,9.97,2.0,4.24
665.0,-0.42,10.01,1.99,4.24
668.0,-0.42,9.97,1.93,4.24
670.0,-0.44,10.05,1.88,4.24
673.0,-0.4,10.04,1.93,4.24
675.0,-0.45,10.01,1.72,4.24
678.0,-0.41,10.08,1.7,4.25
680.0,-0.33,9.97,1.76,4.19
683.0,-0.34,9.99,1.77,4.22
685.0,-0.37,9.91,1.69,4.25
688.0,-0.39,9.91,1.6,4.25
690.0,-0.21,9.98,1.53,4.22
710.0,-0.1,9.8,1.61,4.22
713.0,-0.01,10.0,1.7,4.21
715.0,0.05,10.13,1.77,4.21
718.0,0.06,10.17,1.55,4.22
720.0,-0.08,10.27,1.59,4.22
723.0,-0.24,10.25,1.31,4.2
733.0,-0.06,10.08,1.97,4.24
735.0,-0.0,9.86,1.58,4.24
738.0,-0.06,9.61,1.57,4.24
740.0,-0.32,9.38,1.9,4.25
743.0,-0.29,9.45,2.09,4.25
745.0,-0.46,9.61,2.18,4.25
748.0,-0.45,9.9,2.21,4.27
750.0,-0.44,10.22,2.06,4.27
753.0,-0.35,10.38,1.92,4.25
755.0,-0.44,10.34,1.6,4.25
758.0,-0.49,10.3,1.53,4.27
760.0,-0.54,10.24,1.64,4.24
763.0,-0.49,10.14,1.76,4.24
765.0,-0.51,10.15,1.85,4.22
768.0,-0.4,10.11,1.8,4.2
770.0,-0.43,10.28,1.85,4.22
773.0,-0.4,10.22,1.77,4.24
775.0,-0.37,10.32,1.81,4.25
778.0,-0.27,10.43,1.77,4.25
780.0,-0.23,10.46,1.77,4.25
783.0,-0.26,10.54,1.73,4.25
785.0,-0.23,10.56,1.73,4.25
788.0,-0.24,10.58,1.71,4.25
790.0,-0.23,10.59,1.72,4.25
793.0,-0.29,10.49,1.62,4.22
813.0,-0.27,10.19,1.72,4.22
815.0,-0.32,10.17,1.72,4.22
818.0,-0.21,10.16,1.68,4.24
820.0,-0.24,10.18,1.62,4.25
823.0,-0.17,10.1,1.65,4.24
825.0,-0.1,10.16,1.6,4.25
828.0,-0.14,10.07,1.62,4.27
830.0,-0.13,10.12,1.64,4.24
833.0,-0.13,10.1,1.7,4.27
835.0,-0.07,10.12,1.66,4.25
838.0,-0.09,10.13,1.62,4.26
840.0,-0.12,10.13,1.68,4.25
843.0,-0.13,10.14,1.73,4.27
845.0,-0.16,10.12,1.63,4.25
848.0,-0.08,10.14,1.63,4.25
850.0,-0.09,10.15,1.63,4.25
853.0,-0.04,10.17,1.71,4.24
855.0,-0.03,10.17,1.61,4.25
858.0,-0.07,10.22,1.66,4.25
860.0,0.01,10.28,1.6,4.27
863.0,0.03,10.17,1.66,4.25
865.0,-0.01,10.23,1.68,4.27
868.0,0.06,10.24,1.74,4.25
870.0,0.07,10.26,1.7,4.27
873.0,0.13,10.31,1.77,4.25
875.0,0.14,10.24,1.68,4.25
885.0,0.04,10.4,1.7,4.24
888.0,0.02,10.35,1.7,4.27
890.0,0.04,10.28,1.71,4.25
893.0,0.04,10.29,1.66,4.24
895.0,0.05,10.29,1.77,4.24
898.0,0.04,10.22,1.75,4.25
900.0,0.13,10.25,1.78,4.27
903.0,0.1,10.32,1.81,4.25
905.0,0.11,10.38,1.83,4.24
908.0,0.15,10.44,1.87,4.2
910.0,0.22,10.49,1.87,4.25
913.0,0.21,10.55,1.95,4.25
915.0,0.33,10.63,1.93,4.25
918.0,0.35,10.63,2.0,4.27
920.0,0.36,10.67,1.96,4.24
923.0,0.33,10.74,1.91,4.25
925.0,0.32,10.66,1.84,4.24
928.0,0.31,10.7,1.73,4.24
930.0,0.24,10.83,1.81,4.24
933.0,0.18,10.78,1.83,4.25
935.0,0.18,10.75,1.8,4.24
938.0,0.2,10.76,1.79,4.25
940.0,0.13,10.75,1.84,4.25
943.0,0.14,10.8,1.88,4.25
945.0,0.16,10.79,1.83,4.25
948.0,0.15,10.8,1.8,4.24
950.0,0.24,10.82,1.74,4.25
953.0,0.17,10.77,1.72,4.24
955.0,0.17,10.79,1.73,4.24
958.0,0.11,10.72,1.75,4.25
960.0,0.21,10.73,1.77,4.25
963.0,0.15,10.64,1.76,4.27
965.0,0.2,10.63,1.69,4.25
968.0,0.21,10.67,1.7,4.24
970.0,0.07,10.63,1.74,4.25
973.0,0.11,10.58,1.66,4.25
975.0,0.11,10.48,1.72,4.24
978.0,0.05,10.46,1.71,4.24
980.0,0.01,10.42,1.75,4.24
983.0,0.0,10.4,1.73,4.21
985.0,-0.05,10.41,1.77,4.24
988.0,-0.03,10.33,1.77,4.27
990.0,-0.07,10.33,1.68,4.24
993.0,-0.11,10.33,1.65,4.25
995.0,-0.15,10.32,1.72,4.27
998.0,-0.17,10.3,1.7,4.25
1000.0,-0.2,10.38,1.67,4.25
1003.0,-0.22,10.3,1.64,4.25
1005.0,-0.18,10.26,1.67,4.24
1008.0,-0.18,10.27,1.68,4.25
1010.0,-0.23,10.25,1.6,4.22
1013.0,-0.3,10.23,1.54,4.25
1023.0,-0.43,10.14,1.6,4.25
1025.0,-0.48,10.07,1.5,4.25
1028.0,-0.51,9.99,1.57,4.25
1030.0,-0.63,9.94,1.54,4.25
1033.0,-0.65,9.86,1.63,4.25
1035.0,-0.63,9.87,1.6,4.25
1038.0,-0.71,9.76,1.59,4.27
1040.0,-0.67,9.85,1.73,4.27
1043.0,-0.58,9.68,1.78,4.24
1045.0,-0.72,9.67,1.78,4.25
1048.0,-0.71,9.64,1.81,4.25
1050.0,-0.74,9.61,1.86,4.25
1053.0,-0.77,9.55,1.86,4.27
1055.0,-0.73,9.41,1.8,4.24
1058.0,-0.74,9.29,1.79,4.24
1060.0,-0.71,9.18,1.87,4.25
1063.0,-0.83,9.13,1.92,4.25
1065.0,-0.71,9.03,1.86,4.25
1068.0,-0.79,8.97,1.89,4.27
1070.0,-0.73,8.84,1.9,4.27
1073.0,-0.63,8.82,1.93,4.25
1075.0,-0.56,8.68,1.96,4.27
1078.0,-0.6,8.63,1.96,4.25
1080.0,-0.57,8.56,2.08,4.25
1083.0,-0.57,8.5,2.07,4.24
1085.0,-0.57,8.41,2.09,4.21
1088.0,-0.49,8.42,2.21,4.24
1090.0,-0.51,8.38,2.11,4.27
1093.0,-0.52,8.37,2.17,4.24
1095.0,-0.43,8.32,2.16,4.27
1098.0,-0.45,8.33,2.12,4.25
1100.0,-0.43,8.34,2.09,4.25
1103.0,-0.45,8.29,2.03,4.25
1105.0,-0.39,8.31,2.12,4.25
1108.0,-0.34,8.29,1.99,4.24
1110.0,-0.37,8.39,2.09,4.25
1113.0,-0.28,8.29,2.02,4.2
1115.0,-0.34,8.44,1.97,4.2
1118.0,-0.23,8.47,1.95,4.22
1120.0,-0.3,8.51,1.94,4.22
1123.0,-0.17,8.56,1.86,4.2
1133.0,-0.12,8.89,2.01,4.25
1135.0,-0.08,8.88,1.86,4.27
1138.0,-0.1,8.92,1.91,4.25
1140.0,-0.01,9.04,1.96,4.24
1143.0,-0.05,9.07,1.98,4.24
1145.0,0.02,9.15,1.91,4.25
1148.0,-0.02,9.22,1.96,4.24
1150.0,0.02,9.28,2.01,4.25
1153.0,-0.06,9.36,2.0,4.27
1155.0,0.04,9.44,2.06,4.25
1158.0,-0.05,9.55,2.04,4.25
1160.0,-0.02,9.52,2.13,4.25
1163.0,-0.03,9.65,2.09,4.25
1165.0,-0.07,9.66,2.16,4.25
1167.0,-0.03,9.66,2.11,4.25
1170.0,-0.01,9.74,2.09,4.24
1172.0,-0.09,9.76,2.05,4.25
1175.0,-0.07,9.87,2.11,4.25
1177.0,-0.09,9.95,2.1,4.25
1180.0,-0.07,9.98,2.14,4.25
1182.0,-0.17,9.96,2.15,4.27
1185.0,-0.24,10.04,2.18,4.27
1187.0,-0.2,9.99,2.22,4.22
1190.0,-0.16,10.03,2.25,4.24
1192.0,-0.19,9.98,2.11,4.25
1195.0,-0.18,9.93,2.2,4.27
1197.0,-0.18,9.99,2.28,4.25
1205.0,-0.17,9.99,2.25,4.25
1207.0,-0.17,9.97,2.25,4.25
1210.0,-0.14,9.83,2.32,4.25
1212.0,-0.13,9.82,2.44,4.24
1215.0,-0.11,9.75,2.25,4.2
1217.0,-0.19,9.69,2.26,4.27
1220.0,-0.16,9.65,2.4,4.25
1222.0,-0.17,9.62,2.35,4.24
1225.0,-0.11,9.59,2.31,4.24
1227.0,-0.06,9.59,2.4,4.24
1230.0,-0.11,9.41,2.32,4.25
1232.0,-0.09,9.44,2.28,4.25
1235.0,-0.14,9.37,2.32,4.25
1237.0,-0.09,9.31,2.38,4.25
1240.0,-0.06,9.34,2.24,4.25
1242.0,-0.06,9.19,2.27,4.25
1245.0,-0.1,9.17,2.38,4.25
1247.0,-0.12,9.19,2.28,4.24
1250.0,-0.02,9.11,2.16,4.24
1252.0,-0.04,9.03,2.18,4.24
1255.0,-0.06,8.9,2.13,4.24
1257.0,-0.11,8.89,2.18,4.25
1260.0,-0.01,8.74,2.19,4.27
1262.0,-0.04,8.63,2.22,4.24
1265.0,0.01,8.68,2.32,4.24
1267.0,-0.03,8.49,1.98,4.25
1270.0,0.04,8.49,2.44,4.27
1272.0,0.09,8.42,2.55,4.25
1275.0,0.15,8.36,2.18,4.24
1277.0,0.02,8.35,2.19,4.25
1280.0,0.1,8.37,2.53,4.25
1282.0,0.13,8.3,2.57,4.25
1285.0,0.01,8.31,2.4,4.25
1287.0,-0.05,8.27,2.33,4.25
1290.0,0.0,8.16,2.44,4.21
1292.0,0.0,8.17,2.42,4.27
1295.0,-0.07,8.15,2.38,4.25
1297.0,-0.06,8.08,2.39,4.24
1307.0,-0.07,8.11,2.37,4.25
1310.0,-0.09,8.11,2.3,4.27
1312.0,-0.11,8.08,2.4,4.25
1315.0,-0.08,8.2,2.37,4.25
1317.0,-0.03,8.1,2.42,4.2
1320.0,-0.09,8.1,2.46,4.24
1322.0,-0.09,8.09,2.39,4.27
1325.0,-0.14,8.14,2.42,4.24
1327.0,-0.04,8.0,2.43,4.25
1330.0,-0.05,8.09,2.41,4.24
1332.0,0.01,8.08,2.36,4.25
1335.0,-0.04,7.99,2.45,4.25
1337.0,-0.0,8.08,2.4,4.24
1340.0,-0.01,8.08,2.51,4.24
1342.0,0.01,7.97,2.5,4.25
1345.0,0.03,8.11,2.52,4.25
1347.0,0.08,8.16,2.48,4.24
1350.0,0.11,8.19,2.61,4.24
1352.0,0.08,8.15,2.61,4.25
1355.0,0.08,8.18,2.59,4.25
1357.0,0.09,8.2,2.6,4.25
1360.0,0.11,8.22,2.61,4.25
1362.0,0.14,8.27,2.59,4.24
1365.0,0.08,8.26,2.65,4.25
1367.0,0.06,8.26,2.61,4.25
1370.0,0.18,8.33,2.6,4.25
1372.0,0.08,8.32,2.74,4.27
1375.0,0.0,8.36,2.63,4.25
1377.0,-0.01,8.4,2.69,4.25
1380.0,0.04,8.46,2.62,4.25
1382.0,0.0,8.41,2.58,4.25
1385.0,-0.06,8.46,2.58,4.25
1387.0,-0.01,8.46,2.61,4.24
1390.0,0.0,8.48,2.56,4.25
1392.0,0.01,8.51,2.57,4.22
1395.0,-0.02,8.48,2.57,4.24
1397.0,-0.1,8.45,2.52,4.25
1400.0,-0.15,8.49,2.55,4.25
1402.0,-0.11,8.48,2.51,4.24
1405.0,-0.13,8.42,2.62,4.24
1407.0,-0.1,8.51,2.6,4.27
1410.0,-0.18,8.41,2.54,4.24
1420.0,-0.38,8.52,2.57,4.2
1422.0,-0.32,8.56,2.56,4.25
1425.0,-0.38,8.61,2.61,4.27
1427.0,-0.47,8.61,2.68,4.25
1430.0,-0.46,8.59,2.68,4.24
1432.0,-0.44,8.61,2.67,4.25
1435.0,-0.49,8.61,2.63,4.25
1437.0,-0.46,8.69,2.66,4.25
1440.0,-0.44,8.64,2.7,4.25
1442.0,-0.42,8.64,2.7,4.24
1445.0,-0.46,8.66,2.75,4.25
1447.0,-0.48,8.68,2.77,4.25
1450.0,-0.45,8.67,2.77,4.25
1452.0,-0.5,8.66,2.76,4.24
1455.0,-0.53,8.64,2.75,4.27
1457.0,-0.56,8.61,2.72,4.25
1460.0,-0.53,8.59,2.77,4.25
1462.0,-0.57,8.6,2.78,4.23
1465.0,-0.55,8.58,2.79,4.24
1467.0,-0.53,8.52,2.82,4.24
1470.0,-0.56,8.44,2.75,4.25
1472.0,-0.52,8.49,2.77,4.27
1475.0,-0.52,8.49,2.76,4.27
1477.0,-0.56,8.48,2.67,4.25
1480.0,-0.55,8.54,2.76,4.25
1482.0,-0.59,8.53,2.72,4.24
1485.0,-0.58,8.46,2.84,4.24
1487.0,-0.53,8.42,2.87,4.25
1490.0,-0.45,8.43,2.77,4.24
1492.0,-0.46,8.45,2.8,4.27
1495.0,-0.53,8.55,2.83,4.21
1497.0,-0.46,8.51,2.91,4.25
1500.0,-0.51,8.61,3.0,4.24
1502.0,-0.52,8.59,3.13,4.22
1505.0,-0.48,8.65,3.05,4.25
1507.0,-0.48,8.66,2.96,4.27
1510.0,-0.51,8.75,2.99,4.27
1512.0,-0.55,8.73,3.11,4.24
1515.0,-0.57,8.79,3.25,4.25
1525.0,-0.54,8.96,3.24,4.27
1527.0,-0.48,9.02,3.31,4.24
1530.0,-0.5,9.17,3.48,4.27
1532.0,-0.51,9.17,3.38,4.24
1535.0,-0.5,9.27,3.42,4.25
1537.0,-0.46,9.28,3.48,4.27
1540.0,-0.44,9.43,3.5,4.24
1542.0,-0.43,9.45,3.51,4.25
1545.0,-0.46,9.44,3.58,4.25
1547.0,-0.44,9.47,3.57,4.25
1550.0,-0.3,9.55,3.57,4.25
1552.0,-0.25,9.66,3.62,4.27
1555.0,-0.18,9.63,3.66,4.25
1557.0,-0.17,9.64,3.69,4.24
1560.0,-0.07,9.59,3.82,4.27
1562.0,0.05,9.64,3.87,4.25
1565.0,0.13,9.66,3.88,4.24
1567.0,0.26,9.72,4.06,4.25
1570.0,0.42,9.68,4.1,4.27
1572.0,0.44,9.75,4.12,4.25
1575.0,0.47,9.75,4.13,4.25
1577.0,0.48,9.76,4.15,4.24
1580.0,0.44,9.82,4.22,4.25
1582.0,0.36,9.78,4.21,4.27
1585.0,0.37,9.77,4.15,4.25
1587.0,0.22,9.74,4.11,4.25
1590.0,0.15,9.84,3.99,4.25
1592.0,0.18,9.85,3.98,4.25
1595.0,0.02,9.89,4.04,4.25
1597.0,0.04,9.83,3.94,4.22
1600.0,-0.06,9.96,3.9,4.24
1602.0,-0.1,9.94,3.99,4.25
1605.0,-0.16,10.04,3.87,4.25
1607.0,-0.14,10.11,3.87,4.25
1610.0,-0.16,10.2,3.81,4.25
1612.0,-0.29,10.22,3.76,4.22
1615.0,-0.27,10.28,3.9,4.24
1617.0,-0.35,10.29,3.82,4.25
1620.0,-0.43,10.28,3.64,4.25
1622.0,-0.52,10.22,3.63,4.25
1625.0,-0.55,10.27,3.94,4.2
1627.0,-0.61,10.32,3.62,4.24
1637.0,-0.68,10.14,3.48,4.25
1640.0,-0.67,10.19,3.38,4.25
1642.0,-0.66,10.22,3.51,4.24
1645.0,-0.56,10.17,3.45,4.25
1647.0,-0.61,10.18,3.27,4.25
1650.0,-0.57,10.17,3.08,4.27
1652.0,-0.53,10.13,3.04,4.25
1655.0,-0.63,10.05,3.01,4.24
1657.0,-0.58,10.13,2.86,4.25
1660.0,-0.61,10.02,2.81,4.27
1662.0,-0.61,10.0,2.65,4.25
1665.0,-0.68,9.99,2.55,4.25
1667.0,-0.74,9.97,2.53,4.24
1670.0,-0.84,10.04,2.43,4.25
1672.0,-0.79,10.16,2.4,4.25
1675.0,-0.8,10.17,2.35,4.24
1677.0,-0.89,10.3,2.35,4.27
1680.0,-0.88,10.46,2.2,4.24
1682.0,-0.93,10.71,2.14,4.24
1685.0,-0.9,10.76,2.27,4.24
1687.0,-0.92,10.87,2.24,4.27
1689.0,-0.84,11.03,2.14,4.24
1692.0,-0.91,11.17,1.98,4.24
1695.0,-0.95,11.22,1.95,4.25
1697.0,-0.92,11.37,2.01,4.25
1699.0,-0.91,11.49,2.0,4.21
1702.0,-0.82,11.5,2.0,4.27
1712.0,-0.79,11.72,1.88,4.25
1714.0,-0.74,11.76,1.86,4.26
1717.0,-0.72,11.83,1.76,4.24
1719.0,-0.64,11.89,1.8,4.25
1722.0,-0.66,11.87,1.88,4.27
1724.0,-0.63,11.93,1.83,4.24
1727.0,-0.61,11.93,1.96,4.22
1730.0,-0.58,11.92,2.05,4.2
1732.0,-0.65,12.04,2.05,4.2
1734.0,-0.57,12.16,2.11,4.22
1737.0,-0.51,12.11,2.19,4.22
1739.0,-0.46,12.21,2.16,4.22
1752.0,-0.45,12.49,2.23,4.24
1754.0,-0.58,12.47,2.17,4.24
1757.0,-0.58,12.45,2.12,4.24
1759.0,-0.62,12.4,2.04,4.25
1762.0,-0.69,12.3,2.08,4.24
1764.0,-0.73,12.12,2.04,4.25
1767.0,-0.77,11.94,1.91,4.25
1769.0,-0.76,11.69,1.91,4.25
1772.0,-0.8,11.47,1.94,4.24
1774.0,-0.86,11.26,1.8,4.25
